Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006468~protein phosphorylation	20	3.7593984962406015	2.2994953882282982E-4	PDPK1, MAST2, INSR, DAPK3, MINK1, PIK3CD, TYK2, CDK11B, CDC25B, NUAK1, PINK1, FASTK, MKNK2, CDK2, RARA, PRKD2, MARK4, PRKACA, CSNK1G2, MAPK3	503	292	19416	2.6438628502954877	0.4532080798431103	0.08603482754254198	0.08547764961179027
GOTERM_BP_DIRECT	GO:0106074~aminoacyl-tRNA metabolism involved in translational fidelity	5	0.9398496240601504	2.622013791772708E-4	LARS2, AARS1, LARS1, AARSD1, VARS1	503	13	19416	14.846306774736199	0.49760512751351116	0.08603482754254198	0.08547764961179027
KEGG_PATHWAY	hsa00562:Inositol phosphate metabolism	10	1.8796992481203008	3.028437249158286E-4	FIG4, ISYNA1, ITPK1, PI4KA, INPPL1, PIK3CD, PIP4K2B, PI4KB, PIP5K1C, CDIPT	266	73	8865	4.565351735503141	0.0846454117832095	0.022107591918855488	0.021729037262710704
UP_KW_BIOLOGICAL_PROCESS	KW-0653~Protein transport	36	6.7669172932330826	3.171827470197485E-4	IPO13, STXBP2, RRBP1, PIK3R2, AP2A2, NXF1, VPS51, VPS52, VPS11, TOM1, ERC1, TBC1D17, AP5S1, SIL1, RAB8A, VPS16, NUP214, EXOC7, ATP13A1, PRAF2, SEC16A, GBF1, AP1B1, AP3D1, CTNS, ACTN4, ARFGAP2, RAB11B, RUFY1, TBC1D5, HGS, RAB35, PLEKHM1, EXOC3, ATG4B, SEC24C	340	638	11434	1.8975843628987645	0.027838894978828632	0.014273223615888684	0.013321675374829438
GOTERM_BP_DIRECT	GO:0071294~cellular response to zinc ion	6	1.1278195488721803	3.204000192096328E-4	MT2A, P2RX4, MT1G, MT1H, MT1X, MT1HL1	503	24	19416	9.65009940357853	0.5688006709685263	0.09345000560280957	0.09284480556652469
REACTOME_PATHWAY	R-HSA-1655829~Regulation of cholesterol biosynthesis by SREBP (SREBF)	9	1.6917293233082706	3.3926998002008744E-4	RXRA, FASN, CARM1, SCAP, DHCR7, TBL1X, ACACB, SEC24C, SREBF2	359	55	11153	5.083666751076222	0.34634619250138066	0.10701011266406327	0.10641229080560481
REACTOME_PATHWAY	R-HSA-1483255~PI Metabolism	11	2.0676691729323307	3.41612490547688E-4	RUFY1, FIG4, PI4KA, INPPL1, PIK3CD, PIK3R2, PIP4K2B, PI4KB, PIP5K1C, PNPLA6, PIK3R5	359	84	11153	4.06827828624486	0.34826261327702956	0.10701011266406327	0.10641229080560481
KEGG_PATHWAY	hsa04931:Insulin resistance	12	2.2556390977443606	3.968433298740201E-4	MLXIP, GYS1, G6PC3, PDPK1, RPS6KA2, INSR, PIK3CD, NR1H3, PIK3R2, SLC27A3, ACACB, TNFRSF1A	266	109	8865	3.6690349727529834	0.10943683896874878	0.023175650464642775	0.022778807134768753
REACTOME_PATHWAY	R-HSA-400206~Regulation of lipid metabolism by PPARalpha	13	2.443609022556391	4.3038850484605025E-4	NR1H3, MED9, MED16, MED15, SREBF2, NCOR2, MED12, RXRB, MED22, RXRA, SIN3B, CARM1, TBL1X	359	119	11153	3.3938578216802044	0.4168978415891774	0.10785535931442018	0.10725281540763572
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	42	7.894736842105263	4.8161984876579904E-4	PTPRU, KDM5C, SMARCB1, CHD8, MAST2, CHD3, NUAK1, KAT5, MIER2, RPS6KA2, SCMH1, MKNK2, MARK4, ZBTB7A, MORC2, BRD4, PAK4, MBD3, DAXX, KDM4B, RING1, PDPK1, PCGF2, SETD1B, INSR, DAPK3, MINK1, CTDSPL, TYK2, DUSP8, SSH3, SMARCA4, CDC25B, HCFC1, CTDNEP1, PINK1, CTDSP1, CARM1, CDK2, PTPN6, SNRNP200, CSNK1G2	503	917	19416	1.767957142640341	0.7176355439838145	0.10981263949470965	0.10910147192464868
GOTERM_BP_DIRECT	GO:0006325~chromatin organization	17	3.195488721804511	5.154928429782475E-4	CBX6, TCF7L1, DAXX, KDM5C, KDM4B, RING1, DAPK3, SAFB, ZZEF1, RNF40, CABIN1, ASXL1, BAG6, KAT5, THAP7, ZBTB7A, BANP	503	239	19416	2.7456349767503765	0.7416700427567575	0.10981263949470965	0.10910147192464868
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	17	3.195488721804511	5.397403209886232E-4	DAXX, MAGED1, DAPK3, HIP1R, ACTN4, CDK11B, PINK1, PLSCR3, KAT5, MADD, RARA, PTPN6, HS1BP3, CALR, ZBTB7A, NOP53, CTSB	503	240	19416	2.734194831013917	0.7576084383884764	0.10981263949470965	0.10910147192464868
KEGG_PATHWAY	hsa04142:Lysosome	13	2.443609022556391	5.713670949643207E-4	CTSA, ABCA2, ATP6AP1, GAA, AP1B1, AP3D1, CTNS, GBA1, HYAL2, PSAP, CTSD, ATP6V0C, CTSB	266	132	8865	3.2822112098427887	0.15370465531330213	0.02771451243558006	0.02723994886647766
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription by RNA polymerase II	43	8.082706766917292	6.082282057607723E-4	ZNF692, KDM5C, LIN37, MAGED1, CHD8, EHMT2, MEPCE, MAZ, CHD3, SGF29, HDAC6, MNT, RXRA, SIN3B, KAT5, CUX1, MIER2, HSF1, TBL1X, ZBTB7A, RBM10, MEN1, WDTC1, MBD3, ZBTB17, CBX6, PCGF2, NR1H3, MED9, WWP2, TBX6, SUPT5H, SREBF2, SMARCA4, HCFC1, NCOR2, THAP7, CDK2, RARA, PAF1, HCLS1, CALR, NOP53	503	958	19416	1.7325856966758943	0.797514051583593	0.10981263949470965	0.10910147192464868
GOTERM_BP_DIRECT	GO:0010273~detoxification of copper ion	5	0.9398496240601504	6.275007971126266E-4	MT2A, MT1G, MT1H, MT1X, MT1HL1	503	16	19416	12.062624254473162	0.8075091415803688	0.10981263949470965	0.10910147192464868
GOTERM_BP_DIRECT	GO:0016180~snRNA processing	5	0.9398496240601504	6.275007971126266E-4	INTS11, INTS1, INTS3, INTS5, INTS9	503	16	19416	12.062624254473162	0.8075091415803688	0.10981263949470965	0.10910147192464868
KEGG_PATHWAY	hsa04070:Phosphatidylinositol signaling system	11	2.0676691729323307	6.643889967433576E-4	ITPK1, PI4KA, INPPL1, PIK3CD, PIK3R2, PIP4K2B, PI4KB, PIP5K1C, CDIPT, IP6K1, DGKZ	266	98	8865	3.740793309805125	0.1763965063140126	0.02771451243558006	0.02723994886647766
GOTERM_BP_DIRECT	GO:0034504~protein localization to nucleus	7	1.3157894736842104	6.900160692173302E-4	CTDNEP1, MAGED1, PAF1, ABCA7, CALR, ZBTB7A, BANP	503	42	19416	6.433399602385687	0.8366593496790514	0.11320576135596824	0.11247261928242483
UP_KW_BIOLOGICAL_PROCESS	KW-0072~Autophagy	15	2.819548872180451	7.099845386828567E-4	USP13, RETREG3, TFEB, CLEC16A, ATG13, HDAC6, PINK1, TBC1D5, VPS11, PLEKHM1, ATG4B, TBC1D17, TECPR2, RAB8A, VPS16	340	175	11434	2.8825210084033612	0.06125468447752691	0.0212995361604857	0.019879567083119987
REACTOME_PATHWAY	R-HSA-9843745~Adipogenesis	12	2.2556390977443606	7.358733179028181E-4	MED12, NCOR2, MBD3, MED22, RXRA, CARM1, MED9, CHD3, TBL1X, MED16, MED15, SREBF2	359	109	11153	3.420203930387672	0.6024317611600558	0.15367487788870518	0.15281635901781854
GOTERM_BP_DIRECT	GO:0045815~transcription initiation-coupled chromatin remodeling	7	1.3157894736842104	7.846362859503089E-4	SMARCB1, WBP2, KAT8, ASH2L, SGF29, SMARCA4, MEN1	503	43	19416	6.283785658144159	0.8726070302111367	0.12115707356585652	0.12037243727990621
GOTERM_BP_DIRECT	GO:0006661~phosphatidylinositol biosynthetic process	7	1.3157894736842104	0.001003656021151636	FIG4, MBOAT7, PI4KA, INPPL1, PI4KB, PIP5K1C, CDIPT	503	45	19416	6.004506295559974	0.9283469856721569	0.14426944084461413	0.14333512446581093
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	34	6.390977443609022	0.0010442359527800642	RNF10, SF3B3, SHC1, WBP2, MAGED1, CHD8, MAZ, PBXIP1, CHD3, SGF29, AATF, MED16, TRIM8, MED12, RXRB, RXRA, KAT5, KAT8, CAPN3, TBL1X, BRD4, BANP, MBD3, DAXX, INSR, TFEB, NR1H3, TBX6, SMARCA4, HCFC1, CDK2, RARA, TAF6, RNF187	503	717	19416	1.8304233178335845	0.9355941982640436	0.14426944084461413	0.14333512446581093
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	25	4.6992481203007515	0.0012145374484028762	TRAF3IP2, SHC1, PRKCSH, MAST2, ASB13, EFS, RPS6KA2, MKNK2, DVL2, DRD2, MARK4, MAPK3, SH2B1, PAK4, PDPK1, DAPK3, MYO9B, TYK2, DGKZ, VAV1, PINK1, HCLS1, PRKD2, PTPN6, RGL2	503	468	19416	2.0619870520466943	0.9588321818801018	0.15940804010287749	0.15837568327173507
REACTOME_PATHWAY	R-HSA-1989781~PPARA activates gene expression	12	2.2556390977443606	0.0013253138432668982	MED12, RXRB, NCOR2, MED22, RXRA, CARM1, MED9, NR1H3, TBL1X, MED16, MED15, SREBF2	359	117	11153	3.1863438325833875	0.8101877093341205	0.22599988389812023	0.22473731471433184
REACTOME_PATHWAY	R-HSA-381340~Transcriptional regulation of white adipocyte differentiation	10	1.8796992481203008	0.0014429362100438642	MED12, NCOR2, MED22, RXRA, CARM1, MED9, TBL1X, MED16, MED15, SREBF2	359	84	11153	3.6984348056771457	0.8362320416224358	0.22599988389812023	0.22473731471433184
GOTERM_BP_DIRECT	GO:0009267~cellular response to starvation	9	1.6917293233082706	0.001474163761601227	RRAGC, EHMT2, TFEB, CLEC16A, TSC1, GBA1, GAS2L1, SREBF2, PAK4	503	84	19416	4.135756887247941	0.9791944385657896	0.18427047020015339	0.18307709953600002
GOTERM_BP_DIRECT	GO:0006611~protein export from nucleus	6	1.1278195488721803	0.0016959090171101818	NUP214, STRADA, CALR, CCHCR1, PRKACA, PKD1	503	34	19416	6.811834873114256	0.9883859572858031	0.20235278045064667	0.20104230530106154
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	14	2.631578947368421	0.0018330332669536128	ZRSR2, SF3A2, SF3B3, PRPF19, ESS2, SART1, PRPF6, SNRNP70, RBM42, SNRNP200, CACTIN, YJU2B, SNRPA, RBM10	503	196	19416	2.757171258165294	0.991901915580487	0.2092048837284015	0.20785003305282707
REACTOME_PATHWAY	R-HSA-2426168~Activation of gene expression by SREBF (SREBP)	7	1.3157894736842104	0.002070830015884589	RXRA, FASN, CARM1, DHCR7, TBL1X, ACACB, SREBF2	359	42	11153	5.177808727948004	0.9255360652280189	0.2586899803457324	0.25724478492480646
GOTERM_BP_DIRECT	GO:0046854~phosphatidylinositol phosphate biosynthetic process	7	1.3157894736842104	0.0021549688217620882	PI4KA, PIK3CD, PIK3R2, PIP4K2B, PI4KB, PIP5K1C, IP6K1	503	52	19416	5.19620737115767	0.9965275574725897	0.2356997148802284	0.23417327863148027
WIKIPATHWAYS	WP2037:Prolactin signaling	9	1.6917293233082706	0.0021987783015553234	SHC1, RPS6KA2, PXN, PIK3R2, PTPN6, PPIB, CTSD, VAV1, MAPK3	277	74	8749	3.8413991608937454	0.6837515571318309	0.3833203505711447	0.3833203505711447
REACTOME_PATHWAY	R-HSA-9623433~NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	4	0.7518796992481203	0.0023850358415612523	RXRB, NCOR2, RXRA, NR1H3	359	9	11153	13.807489941194676	0.9498140095633169	0.2586899803457324	0.25724478492480646
REACTOME_PATHWAY	R-HSA-9029558~NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	4	0.7518796992481203	0.0023850358415612523	RXRB, RXRA, FASN, NR1H3	359	9	11153	13.807489941194676	0.9498140095633169	0.2586899803457324	0.25724478492480646
REACTOME_PATHWAY	R-HSA-6807505~RNA polymerase II transcribes snRNA genes	9	1.6917293233082706	0.0024774778644443642	INTS11, POU2F1, POLR2A, INTS1, INTS3, INTS5, TAF6, INTS9, SUPT5H	359	74	11153	3.7784009636377323	0.9553156307365915	0.2586899803457324	0.25724478492480646
GOTERM_BP_DIRECT	GO:0030036~actin cytoskeleton organization	15	2.819548872180451	0.002536019626286353	SHC1, IQSEC1, PDPK1, MINK1, ARHGEF18, MRTFA, ARHGEF10L, ACTN4, SSH3, ADD1, ADRA2A, NISCH, PTK7, PIP5K1C, SPTAN1	503	228	19416	2.5394998430469813	0.9987258895424681	0.2585564176252362	0.2568819570158537
GOTERM_BP_DIRECT	GO:0010506~regulation of autophagy	8	1.5037593984962405	0.002560939755526149	USP13, PSAP, DAPK3, KAT8, PIK3R2, PIP4K2B, RAB8A, HDAC6	503	72	19416	4.288933068257124	0.998806767775732	0.2585564176252362	0.2568819570158537
REACTOME_PATHWAY	R-HSA-3899300~SUMOylation of transcription cofactors	7	1.3157894736842104	0.002966412906300789	NCOR2, DAXX, RING1, PCGF2, SCMH1, MRTFA, SAFB	359	45	11153	4.832621479418137	0.9758250728535196	0.2859165670457607	0.2843192677885218
GOTERM_BP_DIRECT	GO:0006418~tRNA aminoacylation for protein translation	5	0.9398496240601504	0.0031105465392472155	LARS2, AARS1, LARS1, CARS2, VARS1	503	24	19416	8.041749502982109	0.9997192118688373	0.2977142405564531	0.29578618642713517
GOTERM_BP_DIRECT	GO:0007033~vacuole organization	4	0.7518796992481203	0.0031756185659355	EXT1, FIG4, VPS11, VPS16	503	12	19416	12.866799204771372	0.9997634291458704	0.2977142405564531	0.29578618642713517
WIKIPATHWAYS	WP3932:Focal adhesion PI3K Akt mTOR signaling	20	3.7593984962406015	0.0033280850142911067	PFKFB3, NOS2, ITGB5, LAMB2, STRADA, PDPK1, INSR, VEGFC, PIK3CD, TSC1, PIK3R2, PPP2R5D, OSMR, PIK3R5, RAB11B, GYS1, PIK3IP1, IL6R, RAB8A, MAPK3	277	303	8749	2.0848077587542146	0.8250913284404366	0.404705291927068	0.404705291927068
REACTOME_PATHWAY	R-HSA-5620916~VxPx cargo-targeting to cilium	5	0.9398496240601504	0.004051410580942301	EXOC7, GBF1, EXOC3, PKD1, RAB8A	359	21	11153	7.396869611354291	0.9938218020441643	0.3444828990256681	0.34255841355625094
REACTOME_PATHWAY	R-HSA-512988~Interleukin-3, Interleukin-5 and GM-CSF signaling	7	1.3157894736842104	0.0041238974344653	SHC1, INPPL1, PIK3CD, PIK3R2, PTPN6, PRKACA, VAV1	359	48	11153	4.530582636954503	0.9943603172195439	0.3444828990256681	0.34255841355625094
WIKIPATHWAYS	WP286:IL3 signaling	7	1.3157894736842104	0.004176261857244817	SHC1, PIK3CD, PIK3R2, PTPN6, PRKACA, VAV1, MAPK3	277	49	8749	4.512119649303765	0.8879442264641755	0.404705291927068	0.404705291927068
GOTERM_BP_DIRECT	GO:0060261~positive regulation of transcription initiation by RNA polymerase II	7	1.3157894736842104	0.004457590135052784	MED12, MED22, MED9, KAT8, TAF6, MED16, MED15	503	60	19416	4.5033797216699805	0.9999919297926725	0.40348876222460545	0.40087569214543656
REACTOME_PATHWAY	R-HSA-5661231~Metallothioneins bind metals	4	0.7518796992481203	0.004466073899180339	MT2A, MT1G, MT1H, MT1X	359	11	11153	11.297037224613826	0.9963335228408092	0.3497494122295603	0.3477955048986689
WIKIPATHWAYS	WP481:Insulin signaling	13	2.443609022556391	0.004642890538360245	SHC1, PDPK1, INSR, MINK1, STXBP2, INPPL1, PIK3CD, TSC1, PIK3R2, GYS1, RPS6KA2, FLOT2, MAPK3	277	160	8749	2.5662680505415163	0.9123046381600872	0.404705291927068	0.404705291927068
KEGG_PATHWAY	hsa00510:N-Glycan biosynthesis	7	1.3157894736842104	0.0047653294874900375	DPAGT1, MGAT5, RPN1, MAN1C1, MOGS, MAN1B1, DDOST	266	53	8865	4.401688182720953	0.7521179379450335	0.16695896118938414	0.1641000748676481
GOTERM_BP_DIRECT	GO:0072657~protein localization to membrane	5	0.9398496240601504	0.00483310249540722	RRAGC, ABHD17A, HGS, AP3D1, CAPN3	503	27	19416	7.14822178042854	0.999997002259511	0.42289646834813177	0.420157710267401
KEGG_PATHWAY	hsa04960:Aldosterone-regulated sodium reabsorption	6	1.1278195488721803	0.0051459953791248535	PDPK1, SCNN1B, INSR, PIK3CD, PIK3R2, MAPK3	266	38	8865	5.262168579343094	0.7783177505413833	0.16695896118938414	0.1641000748676481
GOTERM_BP_DIRECT	GO:0001843~neural tube closure	8	1.5037593984962405	0.00604954704263243	MED12, PTK7, DVL2, RARA, PLXNB2, TSC1, PRKACA, ARHGAP35	503	84	19416	3.676228344220392	0.9999998790984403	0.5122600318358106	0.5089425382963025
REACTOME_PATHWAY	R-HSA-9694548~Maturation of spike protein	6	1.1278195488721803	0.006205105522226453	PRKCSH, MGAT5, RPN1, MOGS, MAN1B1, DDOST	359	37	11153	5.037867951516977	0.9995899452263521	0.43518313468761016	0.43275194399103134
KEGG_PATHWAY	hsa05222:Small cell lung cancer	9	1.6917293233082706	0.0065203162617974925	RXRB, ZBTB17, RXRA, GADD45B, NOS2, LAMB2, CDK2, PIK3CD, PIK3R2	266	93	8865	3.225200097016735	0.8519442790550437	0.19039323484448678	0.18713307671358803
REACTOME_PATHWAY	R-HSA-9007101~Rab regulation of trafficking	11	2.0676691729323307	0.006535741085871944	GDI1, DENND2B, MADD, RAB35, TRAPPC12, TSC1, TRAPPC9, TBC1D17, RAB8A, TBC1D10B, RAB11B	359	124	11153	2.7559304519723242	0.9997297497774618	0.43518313468761016	0.43275194399103134
REACTOME_PATHWAY	R-HSA-1660499~Synthesis of PIPs at the plasma membrane	7	1.3157894736842104	0.006749603601556969	RUFY1, INPPL1, PIK3CD, PIK3R2, PIP4K2B, PIP5K1C, PIK3R5	359	53	11153	4.103169180638041	0.9997936473479336	0.43518313468761016	0.43275194399103134
REACTOME_PATHWAY	R-HSA-9006931~Signaling by Nuclear Receptors	19	3.571428571428571	0.007107715778552379	KDM4B, POU2F1, SHC1, PDPK1, NR1H3, PIK3R2, NCOR2, RXRB, RXRA, POLR2A, KAT5, CARM1, FASN, RARA, GNB5, TBL1X, CTSD, PDK2, MAPK3	359	296	11153	1.9941560641421363	0.999868666306394	0.43518313468761016	0.43275194399103134
WIKIPATHWAYS	WP3879:4 hydroxytamoxifen dexamethasone and retinoic acids regulation of p27 expression	5	0.9398496240601504	0.007265248407953688	MKNK2, PIK3CD, TSC1, PIK3R2, MAPK3	277	25	8749	6.316967509025271	0.9779313032490982	0.4418806843427256	0.4418806843427256
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	12	2.2556390977443606	0.007706599166489248	RRAGC, PDPK1, STRADA, RPS6KA2, INSR, NPRL3, DVL2, PIK3CD, TSC1, PIK3R2, MAPK3, TNFRSF1A	266	158	8865	2.531169696392881	0.8955495987943636	0.19148997993134992	0.18821104191882682
REACTOME_PATHWAY	R-HSA-8980692~RHOA GTPase cycle	12	2.2556390977443606	0.007728158202143895	ATP6AP1, DDRGK1, ARHGDIA, ARHGAP1, ARHGEF18, FLOT2, PIK3R2, ARHGEF10L, MYO9B, ARAP1, VAV1, ARHGAP35	359	147	11153	2.536069581035757	0.9999399896484419	0.43518313468761016	0.43275194399103134
GOTERM_BP_DIRECT	GO:0042147~retrograde transport, endosome to Golgi	8	1.5037593984962405	0.0077683146487347214	VPS51, TBC1D5, DCTN1, VPS52, GBF1, ERC1, TBC1D17, TBC1D10B	503	88	19416	3.5091270558467373	0.9999999987136327	0.6333926997371339	0.6292907279674077
WIKIPATHWAYS	WP51:Regulation of actin cytoskeleton	12	2.2556390977443606	0.007780945285224892	CYFIP2, PXN, PIK3CD, PIK3R2, PIP4K2B, PIP5K1C, SSH3, VAV1, ARHGAP35, PAK4, MAPK3, PIK3R5	277	150	8749	2.526787003610108	0.9831827311871913	0.4418806843427256	0.4418806843427256
KEGG_PATHWAY	hsa04510:Focal adhesion	14	2.631578947368421	0.007869451230055476	ITGB5, SHC1, LAMB2, PDPK1, PXN, VEGFC, PIK3CD, PIK3R2, ACTN4, VAV1, ARHGAP35, PIP5K1C, PAK4, MAPK3	266	203	8865	2.298418459942961	0.9004374313533523	0.19148997993134992	0.18821104191882682
GOTERM_BP_DIRECT	GO:0045892~negative regulation of DNA-templated transcription	26	4.887218045112782	0.008176356450806057	KDM5C, SHC1, CHD8, PBXIP1, PRAMEF11, CHD3, HDAC6, KAT5, SCMH1, KAT8, CAPN3, ZBTB7A, MEN1, MBD3, DAXX, TLE2, POU2F1, ZHX3, RING1, WWP2, SMARCA4, NCOR2, THAP7, RARA, CALR, VGLL4	503	574	19416	1.7484500661536009	0.999999999563032	0.6333926997371339	0.6292907279674077
GOTERM_BP_DIRECT	GO:0016197~endosomal transport	7	1.3157894736842104	0.008203943539452401	HGS, RAB35, ARHGAP1, CLEC16A, TOM1, AP5S1, VPS16	503	68	19416	3.9735703426499827	0.9999999995937999	0.6333926997371339	0.6292907279674077
GOTERM_BP_DIRECT	GO:0043409~negative regulation of MAPK cascade	6	1.1278195488721803	0.00847247894728291	DAG1, PIK3R2, PTPN6, GBA1, ABCA7, DUSP8	503	49	19416	4.726579299711933	0.9999999998004603	0.6354359210462183	0.6313207169861095
