Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-167200~Formation of HIV-1 elongation complex containing HIV-1 Tat	4	3.669724771	0.003958028	"POLR2E, ELOA, SSRP1, GTF2F1"	84	43	11153	12.35105205	0.956068094	0.211755331	0.208261906
REACTOME_PATHWAY	R-HSA-167169~HIV Transcription Elongation	4	3.669724771	0.003958028	"POLR2E, ELOA, SSRP1, GTF2F1"	84	43	11153	12.35105205	0.956068094	0.211755331	0.208261906
REACTOME_PATHWAY	R-HSA-167246~Tat-mediated elongation of the HIV-1 transcript	4	3.669724771	0.003958028	"POLR2E, ELOA, SSRP1, GTF2F1"	84	43	11153	12.35105205	0.956068094	0.211755331	0.208261906
REACTOME_PATHWAY	R-HSA-392499~Metabolism of proteins	27	24.7706422	0.004030876	"INO80B, GPS1, CTSZ, COPS7A, DDA1, GOLGA2, MTA1, GGA3, CAPZB, NEU1, NOP56, GSN, MCRS1, NR1H2, DHPS, TBCB, RAD23A, NAGK, PSMC4, GNB2, GORASP1, MGAT4B, TADA3, OGDH, P4HB, ST6GALNAC4, EIF4G1"	84	2093	11153	1.712801174	0.958528503	0.211755331	0.208261906
REACTOME_PATHWAY	R-HSA-167152~Formation of HIV elongation complex in the absence of HIV Tat	4	3.669724771	0.004502786	"POLR2E, ELOA, SSRP1, GTF2F1"	84	45	11153	11.8021164	0.971453127	0.221762214	0.2181037
REACTOME_PATHWAY	R-HSA-9860931~Response of endothelial cells to shear stress	5	4.587155963	0.005234669	"CAPNS1, PPP2R1A, TRPV4, GNB2, AKT1"	84	94	11153	7.062436677	0.984009381	0.229162161	0.225381567
REACTOME_PATHWAY	R-HSA-9855142~Cellular responses to mechanical stimuli	5	4.587155963	0.005234669	"CAPNS1, PPP2R1A, TRPV4, GNB2, AKT1"	84	94	11153	7.062436677	0.984009381	0.229162161	0.225381567
REACTOME_PATHWAY	R-HSA-8953897~Cellular responses to stimuli	15	13.76146789	0.006190221	"PRKCD, PHB2, STIP1, CAPZB, ABCF2-H2BK1, CAPNS1, PSMC4, PPP2R1A, TRPV4, GNB2, UBN1, AKT1, P4HB, ATP6V0D1, HMOX2"	84	899	11153	2.215358335	0.992501518	0.256731289	0.252495874
REACTOME_PATHWAY	R-HSA-446203~Asparagine N-linked glycosylation	8	7.339449541	0.007651279	"GOLGA2, NAGK, CAPZB, GORASP1, MGAT4B, CTSZ, NEU1, ST6GALNAC4"	84	306	11153	3.471210707	0.997647771	0.301460389	0.296487057
REACTOME_PATHWAY	R-HSA-75955~RNA Polymerase II Transcription Elongation	4	3.669724771	0.009137312	"POLR2E, ELOA, SSRP1, GTF2F1"	84	58	11153	9.15681445	0.999277865	0.320470944	0.315183987
REACTOME_PATHWAY	R-HSA-112382~Formation of RNA Pol II elongation complex 	4	3.669724771	0.009137312	"POLR2E, ELOA, SSRP1, GTF2F1"	84	58	11153	9.15681445	0.999277865	0.320470944	0.315183987
REACTOME_PATHWAY	R-HSA-195721~Signaling by WNT	8	7.339449541	0.009353847	"SOX2, PSMC4, PPP2R1A, GNB2, AKT1, PFN1, AP2M1, TLE5"	84	318	11153	3.340221623	0.999392113	0.320470944	0.315183987
REACTOME_PATHWAY	R-HSA-6796648~TP53 Regulates Transcription of DNA Repair Genes	4	3.669724771	0.010964498	"POLR2E, ELOA, SSRP1, GTF2F1"	84	62	11153	8.566052227	0.999831359	0.351227499	0.345433137
REACTOME_PATHWAY	R-HSA-597592~Post-translational protein modification	20	18.34862385	0.011143004	"INO80B, MCRS1, NR1H2, GPS1, CTSZ, DHPS, COPS7A, RAD23A, DDA1, GOLGA2, MTA1, NAGK, CAPZB, PSMC4, GORASP1, TADA3, MGAT4B, NEU1, P4HB, ST6GALNAC4"	84	1480	11153	1.794240669	0.999853718	0.351227499	0.345433137
REACTOME_PATHWAY	R-HSA-9679506~SARS-CoV Infections	9	8.256880734	0.011707143	"TKFC, MTA1, PRMT1, MGAT4B, SIGMAR1, HMG20B, AKT1, ST6GALNAC4, AP2M1"	84	414	11153	2.886387164	0.999906697	0.354816497	0.348962925
REACTOME_PATHWAY	R-HSA-167172~Transcription of the HIV genome	4	3.669724771	0.015211961	"POLR2E, ELOA, SSRP1, GTF2F1"	84	70	11153	7.58707483	0.999994323	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-9856530~High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells	4	3.669724771	0.015799368	"CAPNS1, TRPV4, GNB2, AKT1"	84	71	11153	7.480214621	0.999996453	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-9711123~Cellular response to chemical stress	6	5.504587156	0.015940848	"ABCF2-H2BK1, PSMC4, PRKCD, AKT1, P4HB, HMOX2"	84	198	11153	4.023448773	0.999996833	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-3700989~Transcriptional Regulation by TP53	8	7.339449541	0.017292359	"PRMT1, PPP2R1A, POLR2E, TSC2, ELOA, AKT1, SSRP1, GTF2F1"	84	359	11153	2.958747845	0.999998928	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-382551~Transport of small molecules	12	11.00917431	0.017951994	"SLC25A1, PSMC4, NR1H2, TRPV4, GNB2, BSG, P4HB, ATP6V0D1, PLTP, PHB2, AP2M1, HMOX2"	84	724	11153	2.200670876	0.999999368	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-450531~Regulation of mRNA stability by proteins that bind AU-rich elements	4	3.669724771	0.018275871	"PSMC4, PRKCD, AKT1, EIF4G1"	84	75	11153	7.081269841	0.999999513	0.428815204	0.421740842
REACTOME_PATHWAY	"R-HSA-174824~Plasma lipoprotein assembly, remodeling, and clearance"	4	3.669724771	0.018275871	"NR1H2, P4HB, PLTP, AP2M1"	84	75	11153	7.081269841	0.999999513	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-199991~Membrane Trafficking	11	10.09174312	0.019048318	"GOLGA2, GGA3, CAPZB, GORASP1, GPS1, CTSZ, PACSIN2, TSC2, AKT1, COPS7A, AP2M1"	84	635	11153	2.300018748	0.999999738	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-162582~Signal Transduction	29	26.60550459	0.019448488	"GPS1, GPS2, GNAI2, SOX2, STIP1, MTA1, GGA3, CAPZB, PPP2R1A, POLR2E, AKT1, PLTP, AP2M1, HMOX2, PRMT1, NR1H2, PRKCD, TSC2, GTF2F1, TLE5, DRAP1, PSMC4, CDC37, GNB2, PLXNB1, P4HB, ATP6V0D1, PFN1, EIF4G1"	84	2597	11153	1.482649394	0.99999981	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-9009391~Extra-nuclear estrogen signaling	4	3.669724771	0.019590542	"PRMT1, GNB2, AKT1, GNAI2"	84	77	11153	6.897340754	0.999999831	0.428815204	0.421740842
REACTOME_PATHWAY	R-HSA-674695~RNA Polymerase II Pre-transcription Events	4	3.669724771	0.022373275	"POLR2E, ELOA, SSRP1, GTF2F1"	84	81	11153	6.556731335	0.999999982	0.476490287	0.468629406
REACTOME_PATHWAY	R-HSA-162906~HIV Infection	6	5.504587156	0.023117493	"PSMC4, POLR2E, ELOA, SSRP1, GTF2F1, AP2M1"	84	218	11153	3.654325033	0.99999999	0.4793838	0.471475184
REACTOME_PATHWAY	R-HSA-8939211~ESR-mediated signaling	6	5.504587156	0.02476804	"PRMT1, GNB2, POLR2E, AKT1, GTF2F1, GNAI2"	84	222	11153	3.588481338	0.999999997	0.500441424	0.492185411
REACTOME_PATHWAY	R-HSA-5653656~Vesicle-mediated transport	11	10.09174312	0.027464355	"GOLGA2, GGA3, CAPZB, GORASP1, GPS1, CTSZ, PACSIN2, TSC2, AKT1, COPS7A, AP2M1"	84	674	11153	2.166931609	1	0.541047784	0.532121869
REACTOME_PATHWAY	R-HSA-212165~Epigenetic regulation of gene expression	7	6.422018349	0.030140244	"CEBPA, MTA1, MCRS1, TADA3, BCL7B, POLR2E, GPS2"	84	316	11153	2.941191983	1	0.569573432	0.560176916
REACTOME_PATHWAY	R-HSA-9029569~NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	3	2.752293578	0.03079816	"NR1H2, GPS2, PLTP"	84	37	11153	10.76544402	1	0.569573432	0.560176916
REACTOME_PATHWAY	R-HSA-111885~Opioid Signalling	4	3.669724771	0.031080784	"PPP2R1A, GNB2, PRKCD, GNAI2"	84	92	11153	5.772774327	1	0.569573432	0.560176916
UP_KW_MOLECULAR_FUNCTION	KW-0560~Oxidoreductase	9	8.256880734	0.015182521	"SELENBP1, HADHA, POR, DHRS11, TECR, OGDH, P4HB, HMOX2, TM7SF2"	63	622	11859	2.723702343	0.440862758	0.592118333	0.592118333
REACTOME_PATHWAY	R-HSA-165159~MTOR signalling	3	2.752293578	0.037205114	"TSC2, AKT1, EIF4G1"	84	41	11153	9.715156794	1	0.644366089	0.633735684
REACTOME_PATHWAY	R-HSA-9679191~Potential therapeutics for SARS	4	3.669724771	0.037421906	"MTA1, SIGMAR1, HMG20B, AP2M1"	84	99	11153	5.364598365	1	0.644366089	0.633735684
REACTOME_PATHWAY	R-HSA-8953854~Metabolism of RNA	11	10.09174312	0.038284565	"NOP56, GPKOW, PSMC4, PPP2R1A, PRKCD, POLR2E, AKT1, SMG9, GTF2F1, CTNNBL1, EIF4G1"	84	713	11153	2.048403793	1	0.644366089	0.633735684
REACTOME_PATHWAY	R-HSA-73894~DNA Repair	7	6.422018349	0.038433003	"INO80B, GPS1, MCRS1, POLR2E, ASCC2, COPS7A, RAD23A"	84	335	11153	2.774378109	1	0.644366089	0.633735684
REACTOME_PATHWAY	R-HSA-109582~Hemostasis	10	9.174311927	0.041049587	"CAPZB, PPP2R1A, GNB2, BSG, PRKCD, HMG20B, AKT1, TAGLN2, PFN1, GNAI2"	84	622	11153	2.134627163	1	0.673897394	0.662779798
REACTOME_PATHWAY	R-HSA-9006934~Signaling by Receptor Tyrosine Kinases	9	8.256880734	0.044670468	"GGA3, PPP2R1A, CDC37, PRKCD, POLR2E, AKT1, GTF2F1, ATP6V0D1, AP2M1"	84	534	11153	2.237760835	1	0.718374053	0.706522704
REACTOME_PATHWAY	"R-HSA-76002~Platelet activation, signaling and aggregation"	6	5.504587156	0.046124967	"GNB2, PRKCD, AKT1, TAGLN2, PFN1, GNAI2"	84	263	11153	3.029060293	1	0.725084886	0.713122826
REACTOME_PATHWAY	R-HSA-9024446~NR1H2 and NR1H3-mediated signaling	3	2.752293578	0.047671413	"NR1H2, GPS2, PLTP"	84	47	11153	8.474924012	1	0.725084886	0.713122826
REACTOME_PATHWAY	R-HSA-418597~G alpha (z) signalling events	3	2.752293578	0.04950924	"GNB2, PRKCD, GNAI2"	84	48	11153	8.298363095	1	0.725084886	0.713122826
REACTOME_PATHWAY	R-HSA-948021~Transport to the Golgi and subsequent modification	5	4.587155963	0.049789004	"GOLGA2, CAPZB, GORASP1, MGAT4B, CTSZ"	84	186	11153	3.569188428	1	0.725084886	0.713122826
REACTOME_PATHWAY	R-HSA-3247509~Chromatin modifying enzymes	6	5.504587156	0.050608717	"MTA1, PRMT1, MCRS1, TADA3, GPS2, HMG20B"	84	270	11153	2.950529101	1	0.725084886	0.713122826
REACTOME_PATHWAY	R-HSA-4839726~Chromatin organization	6	5.504587156	0.050608717	"MTA1, PRMT1, MCRS1, TADA3, GPS2, HMG20B"	84	270	11153	2.950529101	1	0.725084886	0.713122826
REACTOME_PATHWAY	R-HSA-9755511~KEAP1-NFE2L2 pathway	4	3.669724771	0.051924995	"ABCF2-H2BK1, PSMC4, PRKCD, AKT1"	84	113	11153	4.699957859	1	0.730658852	0.718604836
REACTOME_PATHWAY	R-HSA-1227986~Signaling by ERBB2	3	2.752293578	0.053260661	"CDC37, PRKCD, AKT1"	84	50	11153	7.966428571	1	0.736305278	0.72415811
REACTOME_PATHWAY	R-HSA-6781823~Formation of TC-NER Pre-Incision Complex	3	2.752293578	0.057110001	"GPS1, POLR2E, COPS7A"	84	52	11153	7.660027473	1	0.775908287	0.763107769
REACTOME_PATHWAY	R-HSA-5357801~Programmed Cell Death	5	4.587155963	0.061792594	"GSN, PSMC4, CDC37, PRKCD, AKT1"	84	200	11153	3.319345238	1	0.825297695	0.811682378
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	7	6.422018349	0.002063481	"PTGES2, NR1H2, EPHX1, TECR, FAH, PLTP, ST6GALNAC4"	103	250	19416	5.278135922	0.82215675	0.862535228	0.862535228
REACTOME_PATHWAY	R-HSA-9694635~Translation of Structural Proteins	3	2.752293578	0.067137997	"PRMT1, MGAT4B, ST6GALNAC4"	84	57	11153	6.988095238	1	0.881745692	0.867199126
REACTOME_PATHWAY	R-HSA-2262752~Cellular responses to stress	11	10.09174312	0.070984177	"STIP1, CAPZB, ABCF2-H2BK1, PSMC4, PRKCD, UBN1, AKT1, P4HB, ATP6V0D1, PHB2, HMOX2"	84	797	11153	1.8325118	1	0.910157812	0.895142518
REACTOME_PATHWAY	R-HSA-74160~Gene expression (Transcription)	18	16.51376147	0.071611401	"CEBPA, PRMT1, MCRS1, NR1H2, TSC2, GPS2, SSRP1, GTF2F1, NRBP1, SOX2, MTA1, PSMC4, PPP2R1A, TADA3, BCL7B, POLR2E, ELOA, AKT1"	84	1579	11153	1.513570976	1	0.910157812	0.895142518
REACTOME_PATHWAY	R-HSA-1430728~Metabolism	23	21.10091743	0.074055508	"PTGES2, IDH3G, NR1H2, EPHX1, TECR, GPS2, ENO1, COQ9, FAH, TM7SF2, GNAI2, HADHA, POR, TKFC, PSMC4, PPP2R1A, GNB2, NEU1, OGDH, AKT1, PCBD1, PLPP2, HMOX2"	84	2177	11153	1.402754993	1	0.914596556	0.899508034
REACTOME_PATHWAY	R-HSA-9006925~Intracellular signaling by second messengers	6	5.504587156	0.074281954	"MTA1, PSMC4, PPP2R1A, PRKCD, TSC2, AKT1"	84	302	11153	2.637890255	1	0.914596556	0.899508034
REACTOME_PATHWAY	R-HSA-3858494~Beta-catenin independent WNT signaling	4	3.669724771	0.076629822	"PSMC4, GNB2, PFN1, AP2M1"	84	133	11153	3.993197279	1	0.928989232	0.913663268
REACTOME_PATHWAY	R-HSA-8963691~Phenylalanine and tyrosine metabolism	2	1.834862385	0.078916426	"PCBD1, FAH"	84	11	11153	24.14069264	1	0.942214296	0.926670151
REACTOME_PATHWAY	R-HSA-162599~Late Phase of HIV Life Cycle	4	3.669724771	0.080714041	"POLR2E, ELOA, SSRP1, GTF2F1"	84	136	11153	3.905112045	1	0.9492935	0.933632566
REACTOME_PATHWAY	R-HSA-446219~Synthesis of substrates in N-glycan biosythesis	3	2.752293578	0.082063734	"NAGK, NEU1, ST6GALNAC4"	84	64	11153	6.223772321	1	0.950973863	0.935285207
REACTOME_PATHWAY	R-HSA-204005~COPII-mediated vesicle transport	3	2.752293578	0.093288835	"GOLGA2, GORASP1, CTSZ"	84	69	11153	5.772774327	1	1	0.984752224
REACTOME_PATHWAY	R-HSA-8856828~Clathrin-mediated endocytosis	4	3.669724771	0.094990372	"GPS1, PACSIN2, COPS7A, AP2M1"	84	146	11153	3.637638617	1	1	0.984752224
REACTOME_PATHWAY	R-HSA-9772573~Late SARS-CoV-2 Infection Events	3	2.752293578	0.095585214	"PRMT1, MGAT4B, ST6GALNAC4"	84	70	11153	5.690306122	1	1	0.984752224
REACTOME_PATHWAY	R-HSA-195253~Degradation of beta-catenin by the destruction complex	3	2.752293578	0.095585214	"PSMC4, PPP2R1A, TLE5"	84	70	11153	5.690306122	1	1	0.984752224
REACTOME_PATHWAY	R-HSA-198323~AKT phosphorylates targets in the cytosol	2	1.834862385	0.099349547	"TSC2, AKT1"	84	14	11153	18.96768707	1	1	0.984752224
REACTOME_PATHWAY	R-HSA-162658~Golgi Cisternae Pericentriolar Stack Reorganization	2	1.834862385	0.099349547	"GOLGA2, GORASP1"	84	14	11153	18.96768707	1	1	0.984752224
REACTOME_PATHWAY	R-HSA-162587~HIV Life Cycle	4	3.669724771	0.099463973	"POLR2E, ELOA, SSRP1, GTF2F1"	84	149	11153	3.564397571	1	1	0.984752224
GOTERM_BP_DIRECT	GO:0008154~actin polymerization or depolymerization	3	2.752293578	0.00537725	"VASP, GSN, CAPZB"	103	21	19416	26.92926491	0.988974133	1	1
GOTERM_BP_DIRECT	GO:0030036~actin cytoskeleton organization	6	5.504587156	0.0070827	"VASP, CLDN3, CAPZB, TRPV4, PACSIN2, PFN1"	103	228	19416	4.960654062	0.997373769	1	1
KEGG_PATHWAY	hsa04666:Fc gamma R-mediated phagocytosis	5	4.587155963	0.007641743	"VASP, GSN, PRKCD, AKT1, PLPP2"	71	99	8865	6.306017926	0.804841328	1	1
GOTERM_BP_DIRECT	GO:0051247~positive regulation of protein metabolic process	3	2.752293578	0.008181199	"NR1H2, AKT1, EIF4G1"	103	26	19416	21.75056012	0.998959042	1	1
GOTERM_BP_DIRECT	GO:0010875~positive regulation of cholesterol efflux	3	2.752293578	0.008805643	"NR1H2, GPS2, PLTP"	103	27	19416	20.94498382	0.999385143	1	1
GOTERM_BP_DIRECT	GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process	4	3.669724771	0.009861055	"CEBPA, AKT1, RAD23A, DDA1"	103	84	19416	8.976421637	0.999747666	1	1
WIKIPATHWAYS	WP4549:Fragile X syndrome	5	4.587155963	0.011385558	"TECR, TSC2, AKT1, AP2M1, EIF4G1"	64	122	8749	5.60258709	0.970264603	1	1
GOTERM_BP_DIRECT	GO:0019082~viral protein processing	3	2.752293578	0.012233374	"PRMT1, MGAT4B, ST6GALNAC4"	103	32	19416	17.6723301	0.999966035	1	1
KEGG_PATHWAY	hsa03082:ATP-dependent chromatin remodeling	5	4.587155963	0.013541927	"INO80B, MTA1, MCRS1, BCL7B, CDK2AP2"	71	117	8865	5.335861322	0.945204048	1	1
GOTERM_BP_DIRECT	GO:0006606~protein import into nucleus	4	3.669724771	0.019309209	"TSC2, AKT1, NUTF2, PHB2"	103	108	19416	6.981661273	0.999999917	1	1
GOTERM_BP_DIRECT	GO:0032079~positive regulation of endodeoxyribonuclease activity	2	1.834862385	0.020850185	"PRKCD, AKT1"	103	4	19416	94.25242718	0.999999978	1	1
GOTERM_BP_DIRECT	GO:0042593~glucose homeostasis	4	3.669724771	0.024319428	"CEBPA, TRPV4, DHPS, AKT1"	103	118	19416	6.389995063	0.999999999	1	1
GOTERM_BP_DIRECT	GO:0045995~regulation of embryonic development	3	2.752293578	0.025340366	"INO80B, MCRS1, TADA3"	103	47	19416	12.03222475	1	1	1
WIKIPATHWAYS	WP2355:Corticotropin releasing hormone signaling	4	3.669724771	0.028394688	"GNB2, PRKCD, AKT1, GNAI2"	64	92	8749	5.94361413	0.999855658	1	1
GOTERM_BP_DIRECT	GO:0051490~negative regulation of filopodium assembly	2	1.834862385	0.031113265	"CAPZB, PRKCD"	103	6	19416	62.83495146	1	1	1
GOTERM_BP_DIRECT	GO:0031648~protein destabilization	3	2.752293578	0.031655111	"GSN, GGA3, RAD23A"	103	53	19416	10.6700861	1	1	1
GOTERM_BP_DIRECT	GO:1904263~positive regulation of TORC1 signaling	3	2.752293578	0.032762043	"PRMT1, GPR137, AKT1"	103	54	19416	10.47249191	1	1	1
GOTERM_BP_DIRECT	GO:0045893~positive regulation of DNA-templated transcription	9	8.256880734	0.035065708	"SOX2, INO80B, MTA1, PTGES2, NR1H2, MCRS1, TADA3, AKT1, PCBD1"	103	717	19416	2.36616972	1	1	1
WIKIPATHWAYS	WP399:Wnt signaling and pluripotency	4	3.669724771	0.036920644	"SOX2, PPP2R1A, PRKCD, PPM1J"	64	102	8749	5.360906863	0.999990356	1	1
GOTERM_BP_DIRECT	GO:0051726~regulation of cell cycle	5	4.587155963	0.037347553	"INO80B, CEBPA, MCRS1, TADA3, TSC2"	103	239	19416	3.9436162	1	1	1
GOTERM_BP_DIRECT	GO:0006282~regulation of DNA repair	3	2.752293578	0.038518926	"INO80B, MCRS1, TADA3"	103	59	19416	9.584992595	1	1	1
GOTERM_BP_DIRECT	GO:0010507~negative regulation of autophagy	3	2.752293578	0.03971347	"GOLGA2, AKT1, EIF4G1"	103	60	19416	9.425242718	1	1	1
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	5	4.587155963	0.041842947	"CDC37, PRKCD, POLR2E, PFN1, PHB2"	103	248	19416	3.800501096	1	1	1
BIOCARTA	h_mtorPathway:mTOR Signaling Pathway	3	2.752293578	0.043004436	"TSC2, AKT1, EIF4G1"	22	26	1623	8.512237762	0.928452334	1	1
WIKIPATHWAYS	WP4566:Translation inhibitors in chronically activated PDGFRA cells	3	2.752293578	0.043125416	"PRKCD, AKT1, EIF4G1"	64	46	8749	8.915421196	0.999998674	1	1
UP_KW_BIOLOGICAL_PROCESS	KW-0443~Lipid metabolism	10	9.174311927	0.051558345	"HADHA, DHRS11, PTGES2, EPHX1, TECR, NEU1, FAH, ST6GALNAC4, PLPP2, TM7SF2"	74	759	11434	2.035751166	0.976678633	1	1
GOTERM_BP_DIRECT	GO:0090161~Golgi ribbon formation	2	1.834862385	0.056307286	"GOLGA2, GORASP1"	103	11	19416	34.27360989	1	1	1
GOTERM_BP_DIRECT	GO:0000338~protein deneddylation	2	1.834862385	0.056307286	"GPS1, COPS7A"	103	11	19416	34.27360989	1	1	1
GOTERM_BP_DIRECT	GO:0043276~anoikis	2	1.834862385	0.061267691	"TSC2, AKT1"	103	12	19416	31.41747573	1	1	1
GOTERM_BP_DIRECT	GO:0098761~cellular response to interleukin-7	2	1.834862385	0.061267691	"STIP1, P4HB"	103	12	19416	31.41747573	1	1	1
UP_KW_MOLECULAR_FUNCTION	KW-0456~Lyase	4	3.669724771	0.06349736	"HADHA, TKFC, PCBD1, ENO1"	63	175	11859	4.302585034	0.917331086	1	1
KEGG_PATHWAY	hsa01200:Carbon metabolism	4	3.669724771	0.063582007	"TKFC, IDH3G, OGDH, ENO1"	71	116	8865	4.305488101	0.999999162	1	1
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription by RNA polymerase II	10	9.174311927	0.064761251	"SOX2, DRAP1, CEBPA, MTA1, NR1H2, TRPV4, TADA3, GPS2, ENO1, TLE5"	103	958	19416	1.96769159	1	1	1
GOTERM_BP_DIRECT	GO:0001843~neural tube closure	3	2.752293578	0.072185236	"VASP, TSC2, PFN1"	103	84	19416	6.732316227	1	1	1
GOTERM_BP_DIRECT	GO:0040008~regulation of growth	2	1.834862385	0.075994521	"PPP2R1A, TLE5"	103	15	19416	25.13398058	1	1	1
GOTERM_BP_DIRECT	GO:1904507~positive regulation of telomere maintenance in response to DNA damage	2	1.834862385	0.075994521	"INO80B, MCRS1"	103	15	19416	25.13398058	1	1	1
GOTERM_BP_DIRECT	GO:2000434~regulation of protein neddylation	2	1.834862385	0.075994521	"GPS1, COPS7A"	103	15	19416	25.13398058	1	1	1
GOTERM_BP_DIRECT	GO:0046598~positive regulation of viral entry into host cell	2	1.834862385	0.075994521	"BSG, P4HB"	103	15	19416	25.13398058	1	1	1
GOTERM_BP_DIRECT	GO:0070848~response to growth factor	2	1.834862385	0.075994521	"SOX2, AKT1"	103	15	19416	25.13398058	1	1	1
GOTERM_BP_DIRECT	GO:0060382~regulation of DNA strand elongation	2	1.834862385	0.080852443	"INO80B, MCRS1"	103	16	19416	23.5631068	1	1	1
GOTERM_BP_DIRECT	GO:0033044~regulation of chromosome organization	2	1.834862385	0.085685075	"INO80B, MCRS1"	103	17	19416	22.17704169	1	1	1
KEGG_PATHWAY	hsa04142:Lysosome	4	3.669724771	0.086123066	"GGA3, CTSZ, NEU1, ATP6V0D1"	71	132	8865	3.783610755	0.999999995	1	1
