Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-3000171~Non-integrin membrane-ECM interactions	5	2.336448598130841	0.006346716149283047	LAMA5, SDC4, LAMB3, TNC, SDC1	141	59	11153	6.703329727130665	0.9966273156414475	1.0	1.0
REACTOME_PATHWAY	R-HSA-9006934~Signaling by Receptor Tyrosine Kinases	15	7.009345794392523	0.007148750437483186	PRR5, LAMA5, PTPN1, HDAC3, LAMB3, JUP, PLAT, ITPR3, MST1R, EPS15L1, DUSP7, HNRNPM, SPINT1, ERBB2, FGFR3	141	534	11153	2.2218901904534225	0.9983614377830646	1.0	1.0
GOTERM_BP_DIRECT	GO:0008286~insulin receptor signaling pathway	6	2.803738317757009	0.007183222351149529	SREBF1, PTPN1, ERBB2, MST1R, FGFR3, EPHA2	202	116	19416	4.97166268350973	0.9999709372253514	1.0	1.0
GOTERM_BP_DIRECT	GO:0031053~primary miRNA processing	3	1.4018691588785046	0.007716166413751306	SMAD3, SRRT, DGCR8	202	13	19416	22.18126428027418	0.9999866512056861	1.0	1.0
WIKIPATHWAYS	WP5475:Hallmark of cancer sustaining proliferative signaling	6	2.803738317757009	0.008311034590486162	JUP, CCND1, FGFR3, TP53, EPHA2, TTI1	113	98	8749	4.740292577207875	0.9368629688141586	0.6754207590217932	0.6754207590217932
WIKIPATHWAYS	WP4155:Endometrial cancer	5	2.336448598130841	0.008490690619987407	CCND1, ERBB2, FGFR3, TP53, DDB2	113	63	8749	6.144823711195393	0.9405379961814533	0.6754207590217932	0.6754207590217932
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	5	2.336448598130841	0.009227694350304036	SMAD3, CCND1, TP53, DDB2, RUNX1	96	77	8865	5.9963474025974035	0.8598935868943295	0.337204494747213	0.32607038407159744
KEGG_PATHWAY	hsa05212:Pancreatic cancer	5	2.336448598130841	0.009227694350304036	SMAD3, CCND1, ERBB2, TP53, DDB2	96	77	8865	5.9963474025974035	0.8598935868943295	0.337204494747213	0.32607038407159744
KEGG_PATHWAY	hsa05219:Bladder cancer	4	1.8691588785046727	0.00946836581692037	CCND1, ERBB2, FGFR3, TP53	96	41	8865	9.009146341463413	0.8669269245040316	0.337204494747213	0.32607038407159744
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	6	2.803738317757009	0.009842664344833692	NOTCH3, NOTCH1, HDAC3, CCND1, ATP1B3, TP53	96	122	8865	4.541495901639345	0.8771734152149551	0.337204494747213	0.32607038407159744
WIKIPATHWAYS	WP5087:Pleural mesothelioma	13	6.074766355140187	0.010202730498818629	LAMA5, SETD5, LAMB3, ITPR3, CSNK1E, TTI1, CCND1, PAK6, FGFR3, TP53, DSC3, EPHA2, TEAD3	113	439	8749	2.2927611022637935	0.9664409840451672	0.6754207590217932	0.6754207590217932
GOTERM_BP_DIRECT	GO:0071526~semaphorin-plexin signaling pathway	4	1.8691588785046727	0.010599553644915638	ERBB2, SEMA4C, PLXNA2, SEMA3F	202	44	19416	8.738073807380738	0.9999998031317268	1.0	1.0
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	4	1.8691588785046727	0.010599553644915638	ERBB2, MST1R, FGFR3, EPHA2	202	44	19416	8.738073807380738	0.9999998031317268	1.0	1.0
GOTERM_BP_DIRECT	GO:0048013~ephrin receptor signaling pathway	5	2.336448598130841	0.011762416958737884	EPHB6, ERBB2, MST1R, FGFR3, EPHA2	202	85	19416	5.654047757716948	0.9999999641804858	1.0	1.0
REACTOME_PATHWAY	R-HSA-6804759~Regulation of TP53 Activity through Association with Co-factors	3	1.4018691588785046	0.012897272171288571	PPP1R13B, PPP1R13L, TP53	141	14	11153	16.949848024316108	0.9999908810937662	1.0	1.0
REACTOME_PATHWAY	R-HSA-3656253~Defective EXT1 causes exostoses 1, TRPS2 and CHDS	3	1.4018691588785046	0.012897272171288571	SDC4, GPC1, SDC1	141	14	11153	16.949848024316108	0.9999908810937662	1.0	1.0
REACTOME_PATHWAY	R-HSA-3656237~Defective EXT2 causes exostoses 2	3	1.4018691588785046	0.012897272171288571	SDC4, GPC1, SDC1	141	14	11153	16.949848024316108	0.9999908810937662	1.0	1.0
REACTOME_PATHWAY	R-HSA-6803205~TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	3	1.4018691588785046	0.012897272171288571	PPP1R13B, BCL6, TP53	141	14	11153	16.949848024316108	0.9999908810937662	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0053~Apoptosis	14	6.5420560747663545	0.013679344014010596	AVEN, DIDO1, PPP1R13B, UNC5B, DELE1, BABAM2, PPP1R13L, TNIP2, DDIT4, MFN2, CIAPIN1, FGFR3, TP53, EPHA2	133	566	11434	2.1264645713222987	0.6391377083473693	0.9972579406601679	0.9972579406601679
KEGG_PATHWAY	hsa04360:Axon guidance	7	3.2710280373831773	0.01395127077818932	EPHB6, UNC5B, SEMA4C, PLXNA2, PAK6, SEMA3F, EPHA2	96	184	8865	3.513077445652174	0.949130662846903	0.337204494747213	0.32607038407159744
GOTERM_BP_DIRECT	GO:0036323~vascular endothelial growth factor receptor-1 signaling pathway	4	1.8691588785046727	0.014201457682277712	ERBB2, MST1R, FGFR3, EPHA2	202	49	19416	7.846433622954133	0.9999999990021605	1.0	1.0
WIKIPATHWAYS	WP2828:Bladder cancer	4	1.8691588785046727	0.01430797882272924	CCND1, ERBB2, FGFR3, TP53	113	40	8749	7.742477876106194	0.9915208794906426	0.7893234983872297	0.7893234983872297
GOTERM_BP_DIRECT	GO:0035790~platelet-derived growth factor receptor-alpha signaling pathway	4	1.8691588785046727	0.014994996508621978	ERBB2, MST1R, FGFR3, EPHA2	202	50	19416	7.689504950495049	0.9999999996893334	1.0	1.0
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	5	2.336448598130841	0.015112914720445398	LAMA5, SDC4, LAMB3, TNC, SDC1	96	89	8865	5.1878511235955065	0.9603789630783426	0.337204494747213	0.32607038407159744
GOTERM_BP_DIRECT	GO:0038145~macrophage colony-stimulating factor signaling pathway	4	1.8691588785046727	0.01581314817713655	ERBB2, MST1R, FGFR3, EPHA2	202	51	19416	7.538730343622597	0.9999999999068071	1.0	1.0
GOTERM_BP_DIRECT	GO:0038109~Kit signaling pathway	4	1.8691588785046727	0.01581314817713655	ERBB2, MST1R, FGFR3, EPHA2	202	51	19416	7.538730343622597	0.9999999999068071	1.0	1.0
GOTERM_BP_DIRECT	GO:0006974~DNA damage response	9	4.205607476635514	0.016286987505170204	BABAM2, MCM7, CCND1, BCL6, HMCES, DELE1, DGCR8, TP53, DDB2	202	312	19416	2.7726580350342727	0.9999999999536195	1.0	1.0
REACTOME_PATHWAY	R-HSA-8953854~Metabolism of RNA	17	7.943925233644859	0.01686588868782955	NOP14, FUS, TEX10, SRRT, HEATR1, CWC25, TFIP11, NOL9, CSNK1E, GTPBP3, HNRNPL, HNRNPM, EXOSC10, RNPS1, DCP1A, RAE1, RPL28	141	713	11153	1.8859578446878138	0.9999997512221064	1.0	1.0
KEGG_PATHWAY	hsa05222:Small cell lung cancer	5	2.336448598130841	0.01749993051941169	LAMA5, CCND1, LAMB3, TP53, DDB2	96	93	8865	4.964717741935484	0.9763130562285733	0.337204494747213	0.32607038407159744
REACTOME_PATHWAY	R-HSA-975634~Retinoid metabolism and transport	4	1.8691588785046727	0.017620404534780816	SDC4, GPC1, SDC1, LRP10	141	44	11153	7.1908446163765305	0.9999998747654869	1.0	1.0
GOTERM_BP_DIRECT	GO:0031547~brain-derived neurotrophic factor receptor signaling pathway	4	1.8691588785046727	0.01841596964133214	ERBB2, MST1R, FGFR3, EPHA2	202	54	19416	7.11991199119912	0.9999999999979913	1.0	1.0
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	9	4.205607476635514	0.01846820045377951	NOTCH3, ABCC1, NOTCH1, CCND1, ERBB2, DDIT4, TNC, FGFR3, TP53	96	312	8865	2.6637620192307696	0.980781151238688	0.337204494747213	0.32607038407159744
WIKIPATHWAYS	WP3413:NOTCH1 regulation of endothelial cell calcification	3	1.4018691588785046	0.019486995836836447	NOTCH1, PLAT, FGFR3	113	17	8749	13.663196251952108	0.9985172720581672	0.9068173653536419	0.9068173653536419
GOTERM_BP_DIRECT	GO:0048012~hepatocyte growth factor receptor signaling pathway	4	1.8691588785046727	0.02027532621488274	ERBB2, MST1R, FGFR3, EPHA2	202	56	19416	6.865629420084866	0.9999999999998712	1.0	1.0
KEGG_PATHWAY	hsa05215:Prostate cancer	5	2.336448598130841	0.020798411955869126	CCND1, SPINT1, ERBB2, PLAT, TP53	96	98	8865	4.711415816326531	0.9883885318431874	0.337204494747213	0.32607038407159744
KEGG_PATHWAY	hsa05224:Breast cancer	6	2.803738317757009	0.02115058994497937	NOTCH3, NOTCH1, CCND1, ERBB2, TP53, DDB2	96	148	8865	3.7436655405405403	0.9892411145438557	0.337204494747213	0.32607038407159744
GOTERM_BP_DIRECT	GO:0032874~positive regulation of stress-activated MAPK cascade	3	1.4018691588785046	0.021500697423948733	STK25, SEMA4C, INAVA	202	22	19416	13.107110711071105	0.999999999999979	1.0	1.0
KEGG_PATHWAY	hsa01522:Endocrine resistance	5	2.336448598130841	0.02150089097160859	NOTCH3, NOTCH1, CCND1, ERBB2, TP53	96	99	8865	4.663825757575758	0.9900273144810247	0.337204494747213	0.32607038407159744
WIKIPATHWAYS	WP4657:22q11 2 copy number variation syndrome	6	2.803738317757009	0.021917036020631827	SREBF1, HDAC3, DGCR8, PRODH, TP53, DGCR2	113	125	8749	3.7163893805309733	0.9993478389005085	0.9068173653536419	0.9068173653536419
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	7	3.2710280373831773	0.022060822826175733	SDC4, CCND1, GPC1, ERBB2, SDC1, ITPR3, TP53	96	204	8865	3.168658088235294	0.991166941999823	0.337204494747213	0.32607038407159744
REACTOME_PATHWAY	R-HSA-6806667~Metabolism of fat-soluble vitamins	4	1.8691588785046727	0.0221951267614461	SDC4, GPC1, SDC1, LRP10	141	48	11153	6.591607565011819	0.9999999980704125	1.0	1.0
GOTERM_BP_DIRECT	GO:0038063~collagen-activated tyrosine kinase receptor signaling pathway	4	1.8691588785046727	0.02223427759420895	ERBB2, MST1R, FGFR3, EPHA2	202	58	19416	6.628883578012974	0.9999999999999929	1.0	1.0
KEGG_PATHWAY	hsa05226:Gastric cancer	6	2.803738317757009	0.022268221351231045	SMAD3, JUP, CCND1, ERBB2, TP53, DDB2	96	150	8865	3.69375	0.9915553242314146	0.337204494747213	0.32607038407159744
REACTOME_PATHWAY	R-HSA-9694614~Attachment and Entry	3	1.4018691588785046	0.023265488874172367	SDC4, GPC1, SDC1	141	19	11153	12.48936170212766	0.9999999992751961	1.0	1.0
KEGG_PATHWAY	hsa05213:Endometrial cancer	4	1.8691588785046727	0.02516097856471023	CCND1, ERBB2, TP53, DDB2	96	59	8865	6.260593220338983	0.9954941588979896	0.3546328510646003	0.3429232757935993
GOTERM_BP_DIRECT	GO:0040014~regulation of multicellular organism growth	3	1.4018691588785046	0.025345212809975346	AFG3L2, HDAC3, FOSL2	202	24	19416	12.014851485148515	0.9999999999999999	1.0	1.0
GOTERM_BP_DIRECT	GO:0007266~Rho protein signal transduction	4	1.8691588785046727	0.02535955436277595	BCL6, TAX1BP3, EPS8L2, PHACTR4	202	61	19416	6.3028729102418435	0.9999999999999999	1.0	1.0
REACTOME_PATHWAY	R-HSA-3560801~Defective B3GAT3 causes JDSSDHD	3	1.4018691588785046	0.025640852208150777	SDC4, GPC1, SDC1	141	20	11153	11.864893617021275	0.999999999917805	1.0	1.0
REACTOME_PATHWAY	R-HSA-4420332~Defective B3GALT6 causes EDSP2 and SEMDJL1	3	1.4018691588785046	0.025640852208150777	SDC4, GPC1, SDC1	141	20	11153	11.864893617021275	0.999999999917805	1.0	1.0
REACTOME_PATHWAY	R-HSA-3560783~Defective B4GALT7 causes EDS, progeroid type	3	1.4018691588785046	0.025640852208150777	SDC4, GPC1, SDC1	141	20	11153	11.864893617021275	0.999999999917805	1.0	1.0
GOTERM_BP_DIRECT	GO:1902895~positive regulation of miRNA transcription	4	1.8691588785046727	0.026451093047837167	SREBF1, NOTCH3, SMAD3, TP53	202	62	19416	6.201213669754072	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0038084~vascular endothelial growth factor signaling pathway	4	1.8691588785046727	0.026451093047837167	ERBB2, MST1R, FGFR3, EPHA2	202	62	19416	6.201213669754072	1.0	1.0	1.0
KEGG_PATHWAY	hsa05200:Pathways in cancer	12	5.607476635514018	0.026764743476573608	NOTCH3, LAMA5, NOTCH1, SMAD3, JUP, CCND1, LAMB3, ERBB2, FGFR3, TP53, DDB2, RUNX1	96	533	8865	2.0790337711069418	0.9968218040607497	0.3546328510646003	0.3429232757935993
GOTERM_BP_DIRECT	GO:0007169~cell surface receptor protein tyrosine kinase signaling pathway	5	2.336448598130841	0.02752676539407173	CNKSR1, ERBB2, MST1R, FGFR3, EPHA2	202	110	19416	4.369036903690369	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-1912408~Pre-NOTCH Transcription and Translation	5	2.336448598130841	0.028435859660959958	NOTCH3, NOTCH1, CCND1, TP53, RUNX1	141	92	11153	4.298874498920753	0.9999999999936977	1.0	1.0
GOTERM_BP_DIRECT	GO:0001701~in utero embryonic development	7	3.2710280373831773	0.028848743892845835	NOTCH1, SMAD3, HDAC3, CPT2, GJB3, TP53, DSC3	202	223	19416	3.0171824357323627	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-6791226~Major pathway of rRNA processing in the nucleolus and cytosol	7	3.2710280373831773	0.029048200109047677	NOP14, EXOSC10, TEX10, HEATR1, NOL9, CSNK1E, RPL28	141	185	11153	2.992946137626989	0.9999999999964131	1.0	1.0
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	17	7.943925233644859	0.02914168445166708	BRD3, SETD5, PTPN1, SMARCC2, MCM7, MAST4, USP22, MST1R, CSNK1E, DUSP7, AFG3L2, DSTYK, STK25, ERBB2, PAK6, FGFR3, EPHA2	202	917	19416	1.7819190861288965	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042908~xenobiotic transport	3	1.4018691588785046	0.029446023781969338	ABCC1, SLC22A18, ABCC10	202	26	19416	11.09063214013709	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-196741~Cobalamin (Cbl, vitamin B12) transport and metabolism	3	1.4018691588785046	0.030670956304491487	ABCD4, ABCC1, LDLRAP1	141	22	11153	10.786266924564796	0.999999999999196	1.0	1.0
GOTERM_BP_DIRECT	GO:0030182~neuron differentiation	6	2.803738317757009	0.03210140144796798	CCND1, MBD1, ERBB2, DDIT4, EPHA2, RUNX1	202	170	19416	3.3924286546301685	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-9820960~Respiratory syncytial virus (RSV) attachment and entry	3	1.4018691588785046	0.03332035143090224	SDC4, GPC1, SDC1	141	23	11153	10.317298797409807	0.9999999999999304	1.0	1.0
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription by RNA polymerase II	21	9.813084112149532	0.03412454534872408	BRD3, ESRRA, SREBF1, NOTCH3, ZNF395, HDAC3, NOTCH1, SMAD3, JUP, CEBPD, BCL11A, HMGA1, FOXK2, TCF20, FOSL2, RUNX1, TNIP2, PLAGL2, CDK12, TP53, TEAD3	202	1246	19416	1.6199799755256423	1.0	1.0	1.0
WIKIPATHWAYS	WP4658:Small cell lung cancer	5	2.336448598130841	0.034429074327855066	LAMA5, CCND1, LAMB3, TP53, DDB2	113	96	8749	4.032540560471976	0.9999908047475321	1.0	1.0
REACTOME_PATHWAY	R-HSA-2024096~HS-GAG degradation	3	1.4018691588785046	0.03605583080040945	SDC4, GPC1, SDC1	141	24	11153	9.887411347517729	0.9999999999999944	1.0	1.0
REACTOME_PATHWAY	R-HSA-8868773~rRNA processing in the nucleus and cytosol	7	3.2710280373831773	0.03620221942455287	NOP14, EXOSC10, TEX10, HEATR1, NOL9, CSNK1E, RPL28	141	195	11153	2.839461720312784	0.9999999999999952	1.0	1.0
WIKIPATHWAYS	WP4879:Overlap between signal transduction pathways contributing to LMNA laminopathies	4	1.8691588785046727	0.03627091655641376	SREBF1, NOTCH1, SMAD3, CEBPD	113	57	8749	5.433317807793821	0.9999951124239821	1.0	1.0
GOTERM_BP_DIRECT	GO:0045892~negative regulation of DNA-templated transcription	12	5.607476635514018	0.03709220516174188	HNRNPL, NOTCH1, HDAC3, SMARCC2, QARS1, CEBPD, BCL6, MBD1, HMGA1, FOXK2, TP53, KCTD15	202	574	19416	2.00945251319557	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0090314~positive regulation of protein targeting to membrane	3	1.4018691588785046	0.038368602812998746	CEMIP, ERBB2, MIEF1	202	30	19416	9.611881188118812	1.0	1.0	1.0
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	9	4.205607476635514	0.039901574288384534	LAMA5, CCND1, LAMB3, ERBB2, DDIT4, TNC, FGFR3, TP53, EPHA2	96	362	8865	2.29583908839779	0.9998217864975513	0.4975961028904424	0.4811660428893429
GOTERM_BP_DIRECT	GO:1903553~positive regulation of extracellular exosome assembly	2	0.9345794392523363	0.04077365551400431	SDC4, SDC1	202	4	19416	48.05940594059406	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-1971475~A tetrasaccharide linker sequence is required for GAG synthesis	3	1.4018691588785046	0.04177491105836012	SDC4, GPC1, SDC1	141	26	11153	9.12684124386252	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-6796648~TP53 Regulates Transcription of DNA Repair Genes	4	1.8691588785046727	0.042800827623617706	RAD51D, CDK12, TP53, DDB2	141	62	11153	5.103180050331732	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0021915~neural tube development	3	1.4018691588785046	0.043167356760329054	NOTCH1, PLXNA2, EPHA2	202	32	19416	9.011138613861386	1.0	1.0	1.0
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	4	1.8691588785046727	0.043287002957033874	CCND1, ERBB2, TP53, DDB2	96	73	8865	5.059931506849314	0.999915721873112	0.5098247014939545	0.4929908670106636
REACTOME_PATHWAY	R-HSA-72312~rRNA processing	7	3.2710280373831773	0.04440400858932607	NOP14, EXOSC10, TEX10, HEATR1, NOL9, CSNK1E, RPL28	141	205	11153	2.7009513924926485	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-3000170~Syndecan interactions	3	1.4018691588785046	0.044753569332660274	SDC4, TNC, SDC1	141	27	11153	8.788810086682428	1.0	1.0	1.0
WIKIPATHWAYS	WP5180:DYRK1A involvement regarding cell proliferation in brain development	4	1.8691588785046727	0.04480028486971517	NOTCH1, CCND1, TP53, DCAF7	113	62	8749	4.995147016842706	0.9999997422640547	1.0	1.0
GOTERM_BP_DIRECT	GO:0043484~regulation of RNA splicing	4	1.8691588785046727	0.04577054216065231	HNRNPL, FUS, USP22, AHNAK2	202	77	19416	4.993185032788993	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-72163~mRNA Splicing - Major Pathway	7	3.2710280373831773	0.04617319610725453	HNRNPL, HNRNPM, FUS, SRRT, TFIP11, CWC25, RNPS1	141	207	11153	2.674855243772913	1.0	1.0	1.0
KEGG_PATHWAY	hsa04115:p53 signaling pathway	4	1.8691588785046727	0.046291099904756904	CCND1, PPP1R13L, TP53, DDB2	96	75	8865	4.925	0.9999567329653056	0.5165112199899191	0.499456604235535
GOTERM_BP_DIRECT	GO:0051301~cell division	9	4.205607476635514	0.046534851089337324	BABAM2, ANKLE2, MAEA, CCND1, REEP4, NDE1, RAE1, TRIOBP, CHFR	202	383	19416	2.258666597730269	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-6785807~Interleukin-4 and Interleukin-13 signaling	5	2.336448598130841	0.046891002271695334	LAMA5, CCND1, CEBPD, BCL6, TP53	141	108	11153	3.6620042027843454	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-1912422~Pre-NOTCH Expression and Processing	5	2.336448598130841	0.046891002271695334	NOTCH3, NOTCH1, CCND1, TP53, RUNX1	141	108	11153	3.6620042027843454	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-350054~Notch-HLH transcription pathway	3	1.4018691588785046	0.04780842498055308	NOTCH3, NOTCH1, HDAC3	141	28	11153	8.474924012158054	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0035987~endodermal cell differentiation	3	1.4018691588785046	0.04817635716809725	BRD3, LAMB3, COL7A1	202	34	19416	8.481071636575422	1.0	1.0	1.0
WIKIPATHWAYS	WP4262:Breast cancer pathway	6	2.803738317757009	0.04850089880519347	NOTCH3, NOTCH1, CCND1, ERBB2, TP53, DDB2	113	155	8749	2.9970882101056238	0.9999999286860376	1.0	1.0
GOTERM_BP_DIRECT	GO:0042060~wound healing	4	1.8691588785046727	0.048754749721729995	SMAD3, SDC4, ERBB2, PPL	202	79	19416	4.86677528512345	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042274~ribosomal small subunit biogenesis	4	1.8691588785046727	0.048754749721729995	NOP14, EXOSC10, HEATR1, METTL17	202	79	19416	4.86677528512345	1.0	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0866~Nonsense-mediated mRNA decay	3	1.4018691588785046	0.049466919090983164	EXOSC10, RNPS1, DCP1A	133	31	11434	8.319670143099685	0.9765806162373067	0.9972579406601679	0.9972579406601679
REACTOME_PATHWAY	R-HSA-73857~RNA Polymerase II Transcription	25	11.682242990654206	0.05148772392397172	PRR5, NOTCH3, PPP1R13B, HDAC3, NOTCH1, SRRT, CCND1, PPP1R13L, ERBB2, DGCR8, TEAD3, ESRRA, SREBF1, PTPN1, SMARCC2, SMAD3, RUNX1, DDB2, RAD51D, BCL6, DDIT4, RNPS1, CDK12, TP53, KCTD15	141	1358	11153	1.4561725106800782	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0048009~insulin-like growth factor receptor signaling pathway	4	1.8691588785046727	0.05183199972785178	ERBB2, MST1R, FGFR3, EPHA2	202	81	19416	4.746607994132747	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0008544~epidermis development	4	1.8691588785046727	0.05183199972785178	SPINT1, LAMB3, COL7A1, KRT5	202	81	19416	4.746607994132747	1.0	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0132~Cell division	10	4.672897196261682	0.0521647571185757	BABAM2, ANKLE2, MAEA, CCND1, REEP4, NDE1, ANXA11, RAE1, TRIOBP, CHFR	133	417	11434	2.061628892374822	0.9810228448401741	0.9972579406601679	0.9972579406601679
WIKIPATHWAYS	WP710:DNA damage response only ATM dependent 	5	2.336448598130841	0.0523386684284698	SMAD3, CCND1, BCL6, ERBB2, TP53	113	110	8749	3.519308125502816	0.9999999812847358	1.0	1.0
UP_KW_BIOLOGICAL_PROCESS	KW-0131~Cell cycle	14	6.5420560747663545	0.05318709016854229	PRR5, ANKLE2, MCM7, NDE1, USP22, ANXA11, TRIOBP, CHFR, BABAM2, MAEA, CCND1, REEP4, RAE1, TP53	133	686	11434	1.7544882614700015	0.9824794131762112	0.9972579406601679	0.9972579406601679
GOTERM_BP_DIRECT	GO:2001244~positive regulation of intrinsic apoptotic signaling pathway	3	1.4018691588785046	0.053385001138226494	NHERF1, PLAGL2, TP53	202	36	19416	8.009900990099009	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045595~regulation of cell differentiation	3	1.4018691588785046	0.053385001138226494	CEBPD, BCL6, RUNX1	202	36	19416	8.009900990099009	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-72172~mRNA Splicing	7	3.2710280373831773	0.05368622175962274	HNRNPL, HNRNPM, FUS, SRRT, TFIP11, CWC25, RNPS1	141	215	11153	2.5753257463301997	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-3000157~Laminin interactions	3	1.4018691588785046	0.05413736672761038	LAMA5, LAMB3, COL7A1	141	30	11153	7.909929078014184	1.0	1.0	1.0
BIOCARTA	h_g1Pathway:Cell Cycle: G1/S Check Point 	3	1.4018691588785046	0.05580692144001209	SMAD3, CCND1, TP53	22	30	1623	7.377272727272726	0.9433707741283193	1.0	1.0
GOTERM_BP_DIRECT	GO:0007528~neuromuscular junction development	3	1.4018691588785046	0.05606097031275249	AFG3L2, ERBB2, TNC	202	37	19416	7.793417179555793	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0090630~activation of GTPase activity	3	1.4018691588785046	0.05606097031275249	ABR, TAX1BP3, EPHA2	202	37	19416	7.793417179555793	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0001657~ureteric bud development	3	1.4018691588785046	0.05606097031275249	SMAD3, SDC4, SDC1	202	37	19416	7.793417179555793	1.0	1.0	1.0
