Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
B4GALT7	-0.17054710191778072	6.763244280168316	-3.8084779477530826	6.75050099853885e-4	0.1812695520574219	-0.39286706981434794
ZFAND5	0.319450154324624	7.781827968636187	3.8008810154437067	6.889467772452691e-4	0.1812695520574219	-0.4100183095858059
CCNA1	-1.2740879524805033	5.4725626137623	-3.7624083483357573	7.637285179311189e-4	0.19376883540652387	-0.4967480105397053
ADH7	1.1484479070636704	11.199380585782572	3.696495189163768	9.106607195610556e-4	0.20083596585332164	-0.6448141486466819
ALDH3A1	1.5004385855756979	12.642360386127795	3.6913028653908566	9.233411341965602e-4	0.20083596585332164	-0.6564486688751803
KCND3	-0.6676414787373559	5.838070093314845	-3.6847617040538085	9.395606734130433e-4	0.20083596585332164	-0.6710992332369141
PAXBP1	0.28933260396937305	6.891460557584055	3.681973754548515	9.465577616956985e-4	0.20083596585332164	-0.6773413888739714
ASF1A	0.26352975159838804	8.057228915390823	3.6790712073104115	9.538963879192979e-4	0.20083596585332164	-0.6838387517855242
PEX14	-0.2794651374982797	7.429598756003892	-3.6674047237654963	9.839562218347789e-4	0.20083596585332164	-0.7099399747551614
TMEM41B	0.2555886687386793	9.271001913622783	3.6612121647311615	0.001000284651067584	0.20083596585332164	-0.7237851339399004
TIMP1	-0.6133496916117508	10.868433286188695	-3.654696480781266	0.0010177498269594001	0.20083596585332164	-0.7383456602357708
TXLNA	-0.3134338815236314	7.410570585092395	-3.6371565232820076	0.0010662531892423241	0.20472061233452624	-0.777505558579004
MB	-0.6575538207680104	8.25021404719888	-3.6097332675908174	0.0011466246297533655	0.2143584570991555	-0.838622307566828
ATP5F1D	-0.21740731774668107	8.405920067338178	-3.563954308535033	0.0012940878186247422	0.2260266439883985	-0.9403414058572537
ZFR	0.306739550533051	8.154685258162894	3.5602676071726402	0.0013067338264399343	0.2260266439883985	-0.9485159693996996
SERPINA1	-1.3528517866198084	7.078345093078214	-3.553908273809994	0.0013288298099824725	0.2260266439883985	-0.96261045660588
VPS28	-0.2231087804990846	9.380912208973088	-3.5517797533816697	0.0013363061722287074	0.2260266439883985	-0.9673262536227716
FOS	2.106289785712938	8.449114803268337	3.5365546368730567	0.0013909865568385612	0.2277027015354858	-1.0010322281700832
ZGPAT	-0.25798542270500974	7.220520711383161	-3.5313098430426364	0.0014103207865373557	0.2277027015354858	-1.0126328336522104
REV3L	0.29533145641473874	8.895941232389191	3.520569999735996	0.0014507281712951255	0.2290216206417905	-1.0363705388644648
EHF	0.39011263736573737	8.01614542995401	3.503122867362553	0.0015187741238247025	0.2320765968643022	-1.0748836345213926
TMEM176B	-0.6719963667178466	7.693933275898261	-3.4937644002585	0.0015565370328520583	0.2320765968643022	-1.0955161474859478
GSE1	-0.154528487566476	6.994241088424248	-3.490946409599586	0.0015680851139479879	0.2320765968643022	-1.1017254132370127
ADD3	0.26243228954592135	10.592602431795223	3.4461852749974016	0.0017630240007270534	0.25560250002377527	-1.200130359190509
SLC20A1	0.37482489300493066	8.624518795297409	3.4331742432986174	0.0018239534396000154	0.2591473046983702	-1.228653891370306
TNFRSF6B	-0.3713525615685453	6.600123847911534	-3.408652879238858	0.0019443615251988691	0.2667018428856468	-1.2823096520877897
SLC38A7	-0.1960830140118108	6.263396513140957	-3.407105971958815	0.0019522094355368291	0.2667018428856468	-1.2856899747596433
U2SURP	0.2292214227390258	7.663495101145378	3.377318289124278	0.0021094313757968404	0.2783610730990873	-1.350676297934954
COASY	-0.24865899373347075	8.287451386943191	-3.374043217696791	0.002127444919341786	0.2783610730990873	-1.3578089081076783
PPIB	-0.30176902880794243	11.599910334436005	-3.369066162781972	0.002155104028779533	0.2783610730990873	-1.368643398996988
PAPSS2	-0.46375258877956116	7.671579465996708	-3.339515491450425	0.002326605240085541	0.2916287181323656	-1.4328516455470321
MAP3K8	0.5194384382120842	7.763721538547274	3.337308849095008	0.002339926370149893	0.2916287181323656	-1.4376379220139537
NABP2	-0.27934444594161123	5.560187614354629	-3.323666225109634	0.0024239299677653223	0.2951728825874011	-1.4672030414250292
CABYR	0.958267937837244	6.142405599383321	3.3192934709096544	0.002451463974191535	0.2951728825874011	-1.4766697059501963
ZBED1	-0.20963482348030524	8.065292873617945	-3.302748473076775	0.002558392379121297	0.2967000349028445	-1.512445711189855
RPS6KA1	-0.27346128509836287	7.6006945027416775	-3.2922485017094347	0.0026285644495561713	0.2967000349028445	-1.5351149838354363
MMP1	-1.7588123225634247	5.49989933525434	-3.280173080081792	0.002711553566373291	0.2967000349028445	-1.5611513339454959
AKT1	-0.2743370421824802	7.5847502859444225	-3.2757933889374256	0.002742271018251483	0.2967000349028445	-1.5705854378802195
AKR1C2	1.009323518131926	12.84873183835584	3.2745223643316366	0.002751247906695427	0.2967000349028445	-1.5733223812214447
PIH1D1	-0.1924497464085667	8.479175242753104	-3.270767412503141	0.002777933282160185	0.2967000349028445	-1.5814056412788018
CSNK2A2	-0.1836332782906403	8.116018831750631	-3.270131713352436	0.002782475556760784	0.2967000349028445	-1.5827737490486342
FTL	0.3390081654922422	13.291351182890015	3.2645066131349876	0.002822980777258262	0.2967000349028445	-1.5948751750527048
DLX4	-0.3104224727494868	4.421741275869824	-3.262161511733763	0.002840034117876327	0.2967000349028445	-1.5999178451002365
CHI3L1	-1.2915545163685156	5.485653724345771	-3.2546617680596865	0.0028952380877887013	0.29701256292526157	-1.6160349813547015
PLPPR4	0.6603429912308282	7.197198003951663	3.2478515080084445	0.0029462581949404876	0.29701256292526157	-1.6306577211461377
DGKZ	-0.33197283962764296	7.361988239112721	-3.2407625154271718	0.0030002826251894197	0.29701256292526157	-1.6458660435767696
DNM2	-0.3163577046890956	7.094769053849103	-3.2380655701266523	0.003021084306709893	0.29701256292526157	-1.6516484440681989
CFB	-1.092336987940137	9.299007909365116	-3.234080904355754	0.003052071662942581	0.29701256292526157	-1.6601882709293392
ZFP36	0.5754517691693196	9.377361488688322	3.2275386062724354	0.0031036110931676217	0.29794666494409167	-1.6742004098320704
AP2A2	-0.1770853280082873	7.181774286756238	-3.203817527092797	0.003297570980813058	0.30691882764281997	-1.7249094585156186
PDZK1IP1	-0.9984954238193505	7.664428987989198	-3.1995673904134123	0.0033335283207912214	0.30691882764281997	-1.7339789724919452
DDX39A	-0.2496272885974635	8.408811395970938	-3.1986125523051667	0.003341658029359211	0.30691882764281997	-1.7360158561787324
THOP1	-0.25217168385082916	6.241083639683247	-3.1932197271145313	0.003387931463436173	0.30691882764281997	-1.7475152735268837
HTRA2	-0.14862061876397642	7.377637781279928	-3.1894132841429155	0.003420961603591966	0.30691882764281997	-1.7556271519129094
EIF4EBP1	-0.5161855228694724	7.213118491763331	-3.185380385761239	0.0034562931040858103	0.30691882764281997	-1.7642172689387037
LSR	-0.36097934986785474	7.767204781293017	-3.1624329318754865	0.0036640746238718915	0.31590966787128005	-1.813009477517384
GBA1	-0.26762821157867733	6.801721050337938	-3.1621933591425413	0.003666305639601246	0.31590966787128005	-1.8135180922752436
TRAPPC13	0.3729066574711744	5.797926056944688	3.159356883595245	0.003692819197437904	0.31590966787128005	-1.8195387195334476
LAMC2	-0.3998086879960943	5.9760883030006005	-3.151429006517302	0.0037678997719439054	0.31590966787128005	-1.8363541303394357
PGLS	-0.16383251349946923	7.745736432543597	-3.1494715178403943	0.0037866614910895932	0.31590966787128005	-1.8405033073568728
AKR1B10	1.8710589476548145	9.857295184560869	3.1455664651335185	0.003824356902721014	0.31590966787128005	-1.8487773570853743
NUDT4	0.33414426738965924	7.782572553778345	3.1329938405909425	0.003948171241640554	0.3223886034553391	-1.8753865883944139
C3	-0.8534421223040072	10.973531359188295	-3.126485858665559	0.004013756249834757	0.3240195954412059	-1.889142423830549
TRAF3IP2	-0.24511383662336272	6.774086308478756	-3.121802129094276	0.0040615995388412094	0.3241977879093028	-1.8990347414219948
TFEB	-0.2630117803334128	7.964369011937466	-3.1020555837985677	0.004269357889137049	0.3308667278099436	-1.9406698986069446
TMEM38B	0.25590589600408803	6.348706274986593	3.1012314566599537	0.004278245468516396	0.3308667278099436	-1.94240504960676
FKBP2	-0.28624842520562627	9.978548020381291	-3.091707816979705	0.004382239164337716	0.3308667278099436	-1.9624418394644074
AGRN	-0.37944351988646396	7.369217236763663	-3.0907765545437904	0.004392536496950849	0.3308667278099436	-1.9643996690168755
ATF5	-0.32549864510365095	6.477278147176368	-3.089791552236015	0.0044034531544513335	0.3308667278099436	-1.9664701952651131
FCER1A	0.40812297377426193	6.126674497966355	3.087890335224863	0.00442459728912509	0.3308667278099436	-1.9704658297876914
KDM3A	0.17717417728537163	9.075394332220778	3.0823870639286954	0.004486348076902068	0.33101512983945763	-1.9820254870224434
SLC39A4	-0.3381207627579582	7.016527606924394	-3.0794382513421077	0.004519773028494847	0.33101512983945763	-1.9882157306070658
CDC14B	0.3253548398004608	7.235190278098472	3.074229691330263	0.004579392860672636	0.3319592539001878	-1.9991432821300101
UBTF	-0.24464805590003896	6.35734393524035	-3.0693070548255887	0.004636427943027064	0.3326988293663056	-2.0094633951536323
SPATA20	-0.29719933334632254	7.870752810776322	-3.0503385531523297	0.0048625918371131725	0.3375651346008039	-2.0491607680957253
DNAJB14	0.29792072954427046	8.912538137744011	3.0482419606298716	0.004888224568633063	0.3375651346008039	-2.0535417221585037
AKR1C1	0.8580748320597511	10.131342460993292	3.0446808687742095	0.004932057017020513	0.3375651346008039	-2.0609797093513333
SHMT2	-0.2443922553155306	7.421909724972766	-3.044052462258618	0.004939830604401972	0.3375651346008039	-2.0622918414953433
GSAP	0.28082282302739	9.312037435219919	3.0382162700807296	0.005012585065584262	0.3375651346008039	-2.0744721133175883
ASMTL	-0.2672637345788188	7.673294364377674	-3.033281444408404	0.005074897089285211	0.3375651346008039	-2.0847629069908504
GULP1	0.3180093002283289	8.342672905468016	3.0294615496839414	0.005123635887652321	0.3375651346008039	-2.0927234442680334
MT1F	-0.3923554753550753	8.682733394297415	-3.02792580946268	0.005143355849533321	0.3375651346008039	-2.095922583746015
EEF2	-0.2105287049463453	12.488974940285752	-3.0266986870802715	0.005159164782718467	0.3375651346008039	-2.098478299417609
CSNK2B	-0.27472265387529266	9.356211721954077	-3.0235277709968607	0.005200229632625044	0.3375651346008039	-2.1050801344787553
PID1	0.3038214347568982	8.00425816992139	3.0183046525304413	0.005268549513374171	0.3375651346008039	-2.115947711310011
PNKP	-0.29753112534690657	7.301320570683852	-3.0170559262675702	0.005285009081431492	0.3375651346008039	-2.118544614726436
LMNB1	-0.5719281120954701	5.955163836699171	-3.014265035751537	0.005321972842805466	0.3375651346008039	-2.124346875134289
DOHH	-0.19436267585712372	6.80536484883732	-2.9964466445205975	0.0055638191406610915	0.3431381171503402	-2.1613325887711006
PIR	0.8781295599362435	9.983463068268433	2.994445820160049	0.005591618468566058	0.3431381171503402	-2.165479330955486
UBE2E3	-0.14520574776509773	10.070721487043679	-2.9936429400356874	0.005602810655228094	0.3431381171503402	-2.167142949553914
ADNP2	0.1689192234984624	7.997031039825374	2.990748312257245	0.005643338656120842	0.3431381171503402	-2.1731390689566688
CKB	-0.5451016271189446	8.998687129827857	-2.9867256454924824	0.005700122582178132	0.3431381171503402	-2.181467366417463
FTH1	0.41670732127619814	12.059283589740977	2.9841555001270095	0.00573668609142509	0.3431381171503402	-2.186785691195257
FABP6	-1.5220868768228064	7.54280984599256	-2.9810999690989437	0.005780444297375921	0.3431381171503402	-2.1931056071060073
SYMPK	-0.20861419858853747	6.8181245138406315	-2.980001548350982	0.005796251978890881	0.3431381171503402	-2.19537678336213
EIF2AK1	-0.25321017953547864	7.782406013954252	-2.96487482236573	0.006018157180150725	0.35333048436190706	-2.2266136368975475
EIF2B2	-0.2245543044107969	8.075351323339499	-2.9576142032978665	0.006127506254399735	0.3535983762740413	-2.241580051841722
UNC45A	-0.13677824233928476	7.205857086542086	-2.9530072152354103	0.0061978633928429314	0.3535983762740413	-2.2510674094996332
KLHL22	-0.18120475855139534	6.1335105537818775	-2.9520420805766845	0.006212699388255701	0.3535983762740413	-2.2530540534018897
CCNL1	0.2892639299888682	8.02520301205946	2.9488309438595612	0.006262303277767062	0.3535983762740413	-2.259661650833094
CRAT	-0.2891951961259146	8.247369271984402	-2.948230647941623	0.00627161783383905	0.3535983762740413	-2.26089650450406
NBPF1	-0.20143811372365455	8.513888229993462	-2.943435593109145	0.00634649312756438	0.3535983762740413	-2.270755951598965
CCHCR1	-0.17405208394732033	6.515859468351346	-2.9350000201586144	0.006480273474016126	0.3535983762740413	-2.2880821345772597
SECISBP2L	0.2983416823744713	8.353710249818482	2.931456948348736	0.006537255380344317	0.3535983762740413	-2.29535222631743
TMEM168	0.19376614841435758	7.76153935746858	2.9284216782830663	0.006586447180835757	0.3535983762740413	-2.3015769626126334
PPIC	-0.27517699071968577	9.299362708659046	-2.92811710667271	0.006591402575429791	0.3535983762740413	-2.3022014056154223
SLC35A3	0.3577684932010432	9.898400000765687	2.925173171164618	0.006639482672012602	0.3535983762740413	-2.308235533544102
MICALL1	-0.3295330824793553	8.191590837338145	-2.9249104714818897	0.006643789142976866	0.3535983762740413	-2.3087738404920355
SLC34A2	-0.91596352635048	8.626093875632135	-2.923327851510355	0.006669789192106072	0.3535983762740413	-2.3120163432560457
PLAU	-0.4127202961492832	5.674908459782252	-2.912113822777411	0.00685679371895627	0.3546910468493391	-2.3349673045553865
RGS17	0.610280844697569	6.78756069789802	2.9120192167170385	0.006858392244820578	0.3546910468493391	-2.33516074441062
ZBTB18	0.17184530882171004	6.700918971060438	2.911484485662956	0.006867434034021366	0.3546910468493391	-2.3362540445105036
UCHL1	1.4692615862056937	8.031729890681472	2.9101461602542202	0.006890113241161148	0.3546910468493391	-2.33898992520032
MT1G	-0.3728113602362961	9.619188460243185	-2.9062289106091552	0.006956902250232031	0.355552759608981	-2.3469942370737065
PRCC	-0.25613078985489957	6.6143551063279755	-2.9002029757391234	0.007060839727257255	0.35582352164933595	-2.35929696440997
C4A	-0.888290304313206	8.159058521074359	-2.897334155283678	0.0071108359454628844	0.35582352164933595	-2.3651496045423355
RALY	-0.20613658739456484	8.401454251109028	-2.897241090574986	0.007112463411346524	0.35582352164933595	-2.3653394165945882
DCTN2	-0.16298144832815573	9.209727473787288	-2.893466201892858	0.007178773935420116	0.3566294408197518	-2.3730360249568334
PMVK	-0.19907121976602307	8.238729898225145	-2.8898427171980017	0.0072429736052977405	0.3573200311946885	-2.380419256878798
ALG9	-0.2219738482472449	6.833241112408855	-2.880531089436436	0.007410448770384515	0.35780171145602907	-2.3993715695295803
SEC14L1	-0.2961669372571531	7.93824069854039	-2.8802653516026573	0.007415281436571042	0.35780171145602907	-2.3999119884199853
FAM89B	-0.2103578789624122	7.6726099690061895	-2.8780673160579724	0.0074553687380035085	0.35780171145602907	-2.404381077936911
FN3KRP	-0.21756139350161927	8.439074012024305	-2.877573371637646	0.007464405283247328	0.35780171145602907	-2.40538514090114
MANF	-0.3187771308250655	9.558877730127117	-2.8753848199968552	0.007504568553906015	0.35780171145602907	-2.409832870723712
KHSRP	-0.2952732037768748	7.5991670530423034	-2.870389921036171	0.007596997412204981	0.35979379744202794	-2.419977507653899
IFRD1	0.2522594855142274	7.245334773968916	2.86732215464982	0.0076542964175878294	0.36010676655989365	-2.4262037505383787
MAP4K5	0.18176961639440192	7.650968907883388	2.8607334865471916	0.007778738195667988	0.3630223698265506	-2.439564576243998
PCMTD2	0.15675868842518706	6.661914246308492	2.8586506843664696	0.007818471647446826	0.3630223698265506	-2.4437849598556465
RIC8A	-0.1588798678381927	8.169476947824622	-2.853456691531334	0.007918391868072869	0.36512489354486505	-2.4543027794946517
JUN	0.5792616081279001	8.35700089810402	2.846663854914111	0.008050886475782454	0.36512489354486505	-2.4680436145594125
ESS2	-0.21154627719547184	7.122193412161189	-2.846124707160488	0.0080614915392812	0.36512489354486505	-2.4691335124667364
CAVIN2	0.5466558858160759	7.686887953900211	2.845726010522275	0.008069342382677902	0.36512489354486505	-2.4699394181023497
SUPT6H	-0.21308519401785814	6.710263329724754	-2.8422617627554145	0.008137861551654147	0.3658947371072852	-2.476939456884332
COPG1	-0.3000236543636236	8.997205037719405	-2.837404482110404	0.008234856455696684	0.3672064521690546	-2.4867470053423575
RORA	0.23792445007954746	7.141679653348588	2.835637245319327	0.008270415589393123	0.3672064521690546	-2.490313184043254
GALNT2	-0.2449224651997354	7.2106163410688655	-2.831837732788621	0.008347356758064394	0.36816457982136924	-2.497976522592074
IDS	0.2490013595227757	6.824449341090235	2.8272434498135603	0.008441291942898754	0.36816457982136924	-2.5072358153912653
HADH	-0.16315082737893655	8.854066212082802	-2.82604701502394	0.008465917093917636	0.36816457982136924	-2.509645835945942
B4GALT1	0.4394991652494863	8.777932175290088	2.8244305394439793	0.008499294917047375	0.36816457982136924	-2.512901126020364
C6orf120	0.1500965206706896	8.526460571989313	2.814171704986487	0.008714027080617567	0.36976115128896214	-2.533538169632615
CTDNEP1	-0.24496787793183136	8.718383576769641	-2.8050998175139603	0.008908154057497229	0.36976115128896214	-2.5517551077635163
RNASEH2A	-0.4590976289350525	7.043366057353366	-2.802200984761534	0.008971037316857954	0.36976115128896214	-2.557569707118874
BAZ2B	0.20085332698095826	9.895958212834476	2.799170025096972	0.009037232578143683	0.36976115128896214	-2.5636459824496254
PDLIM2	-0.44988064457187815	8.09670979551325	-2.7979806215487093	0.009063333928881515	0.36976115128896214	-2.566029486004829
MUC5AC	0.9015850998958689	8.916333620289533	2.7973185953494886	0.009077892689402584	0.36976115128896214	-2.5673559233914354
TRAP1	-0.19388299266829778	8.406048961042439	-2.7971289829552477	0.00908206654098095	0.36976115128896214	-2.56773580107516
KDM6A	0.20523859266687616	5.784033635549042	2.79261415717734	0.009181983321532763	0.36976115128896214	-2.576777022132538
SNHG32	0.2602631843564266	8.135031947403636	2.7919671082975634	0.009196387319959365	0.36976115128896214	-2.5780721519066776
PRMT1	-0.3201358357011534	9.284886025753272	-2.791708064071848	0.009202159865667183	0.36976115128896214	-2.5785906094685385
PARP2	-0.12034191688839428	7.552111148420236	-2.7901324253228874	0.009237344767481876	0.36976115128896214	-2.581743589203632
NRBP1	-0.19769490387121544	7.5191043987993575	-2.789893586492172	0.009242689183969161	0.36976115128896214	-2.582221443470066
CCDC69	-0.39549413396268224	8.456934934219356	-2.78202880733807	0.009420306843997637	0.36976115128896214	-2.5979448157425957
ZNF638	0.17588411698755235	8.144426163365809	2.78191076462662	0.00942299695166608	0.36976115128896214	-2.5981806305352193
RWDD3	0.27089881260581483	8.792448223737493	2.780142325982364	0.0094633847747648	0.36976115128896214	-2.6017128225796977
ALDH3A2	0.2868460415393779	9.985607745992285	2.779142886851042	0.009486281868356242	0.36976115128896214	-2.603708529519102
ARPC1B	-0.2765465713962196	10.229629737531644	-2.778004871994183	0.009512417008187215	0.36976115128896214	-2.605980487512675
SF3B4	-0.29510813301479805	7.515024805593255	-2.7772403785698203	0.009530011937482834	0.36976115128896214	-2.607506463425834
GPC4	-0.4223598909309765	7.187857580944479	-2.7766187047704554	0.009544342355323952	0.36976115128896214	-2.608747199170269
SLC35A5	0.30167231311875053	8.880719424036029	2.775198885584482	0.009577146936538434	0.36976115128896214	-2.611580322420465
INF2	-0.1957100194816331	6.151831759777788	-2.771021504864222	0.009674278690432586	0.3714923017126113	-2.61991147211144
PLTP	-0.578113707957199	7.443334609843826	-2.7658832438755114	0.00979501969710276	0.37201053346897994	-2.6301498330915543
CHMP7	-0.14762661600926633	7.572416558024107	-2.7648939802113173	0.009818427419421863	0.37201053346897994	-2.6321198558856866
MPG	-0.17325614455361557	7.979277387199064	-2.7616106748177343	0.009896492583056799	0.37201053346897994	-2.638655556302447
SMARCE1	0.20603971173700866	8.006525818320071	2.7612555476353626	0.009904971003487969	0.37201053346897994	-2.639362219843944
IFRD2	-0.19039377023088444	8.16037182467346	-2.7557490095351183	0.010037310043267326	0.37201053346897994	-2.650313421478517
LCN2	-0.7641286276393915	12.46575094939777	-2.7527710474946563	0.010109568068494048	0.37201053346897994	-2.656231023605597
ACTR1A	-0.22720456658990879	7.290965555875403	-2.750232739717342	0.010171542602578427	0.37201053346897994	-2.6612722749176583
MEGF9	0.23352978205398744	6.4708276489887995	2.745806457623424	0.010280465369335984	0.37201053346897994	-2.6700572133694793
PRP4K	0.18726016303440687	8.552669744182362	2.7449036026105302	0.010302816689610925	0.37201053346897994	-2.6718481978263626
NAA10	-0.1461992790145271	7.446540311642912	-2.7426922270494405	0.010357754442306343	0.37201053346897994	-2.6762335457765163
AQR	0.1391300149646994	6.510600340644885	2.739734121368123	0.010431672267262866	0.37201053346897994	-2.68209675396553
SMARCA1	-0.2686677137360956	7.591184562611011	-2.7380070426546665	0.010475056908402725	0.37201053346897994	-2.6855183917600414
AGAP1	-0.2356750240862099	7.420596565255779	-2.7373605862300305	0.010491339443798807	0.37201053346897994	-2.68679883348938
FAM50A	-0.15911754432867634	8.29177034525204	-2.736724665190624	0.01050737972916579	0.37201053346897994	-2.688058248769523
VAMP2	0.21673903500529207	4.40543228868447	2.7278882669215503	0.010732654621035466	0.37201053346897994	-2.7055420206546033
SEPTIN10	0.24529150923150678	8.828173841936195	2.7277262395845256	0.01073682721329299	0.37201053346897994	-2.7058623239053627
GNAL	-0.42117769527296545	7.064537884391484	-2.7276160881788134	0.010739664742317658	0.37201053346897994	-2.7060800704975807
PI3	-0.7600799780492158	8.246718942021603	-2.7272372740785915	0.010749428447315773	0.37201053346897994	-2.706828871443273
EGR1	1.1842448029896637	9.009490366891681	2.726881275089823	0.010758611673217703	0.37201053346897994	-2.70753252248283
MBD3	-0.18193211729773476	8.668837640679444	-2.7260327470705192	0.010780529601871819	0.37201053346897994	-2.7092094828720303
AKAP11	0.16827706245089902	8.54835410265604	2.7235858791304888	0.010843967560684346	0.37201053346897994	-2.7140436856638694
DDX54	-0.12033105629017758	6.252101785679178	-2.72345361003713	0.010847406719578291	0.37201053346897994	-2.7143049386333242
GANAB	-0.37205090112455164	8.438410620315771	-2.7184275384174224	0.010978848961099156	0.37201053346897994	-2.724227141707372
ZNF593	-0.3119759896154682	7.821817351713612	-2.715840492322215	0.01104708461222108	0.37201053346897994	-2.7293304649807184
SEC13	-0.22482685456115387	9.800006915341756	-2.715405506539735	0.011058596605486607	0.37201053346897994	-2.730188277670827
EIF2B4	-0.12103680373320445	8.569724772003761	-2.713129045574159	0.011119026736471577	0.37201053346897994	-2.7346763458502554
ATF7IP	0.15810464139987562	8.507112224707356	2.713069364029562	0.011120615165246098	0.37201053346897994	-2.7347939810767476
SPART	0.1548044654179221	6.414114600663106	2.7061556284843706	0.011306066506924567	0.37201053346897994	-2.748411724916501
MARCKS	-0.23919781562338815	8.612840547348403	-2.7058412333657604	0.011314568009352391	0.37201053346897994	-2.7490305264362314
DBNDD2	-0.26474810635976453	8.793704529901682	-2.70346767057469	0.011378944063582835	0.37201053346897994	-2.753700970491772
CDK16	-0.20022681903253592	6.300110504709134	-2.7033091506621605	0.011383255622811754	0.37201053346897994	-2.7540128091086626
SCAMP4	-0.2683237958382437	6.6111040021836365	-2.701770692919987	0.011425179232327928	0.37201053346897994	-2.7570387254416686
LTN1	0.17270764584125198	6.978497071208501	2.700891382303325	0.011449205521101761	0.37201053346897994	-2.758767773678505
UBFD1	-0.22900210959358086	6.907646497400756	-2.700196344004586	0.011468230128055546	0.37201053346897994	-2.760134256212663
NKIRAS2	-0.18744472487271543	6.895169046162848	-2.694500154479697	0.011625262244271453	0.3743106477846408	-2.771325988094605
AKR1C3	0.9160155915450383	11.665230579463929	2.693806634606327	0.01164451761830034	0.3743106477846408	-2.77268771097471
ERAL1	-0.1992118700184719	6.360045221757214	-2.68915589313288	0.011774415188407668	0.3746860745219396	-2.7818144276695027
SEPTIN7	0.19724866008529193	6.830557056566245	2.6881615649935733	0.011802362159523988	0.3746860745219396	-2.7837645901231776
STK11	-0.1260427300489416	7.097069037980302	-2.687733031101998	0.01181442577321431	0.3746860745219396	-2.784604945114435
GPAA1	-0.187037789658515	8.626770697276509	-2.682859802072715	0.011952423188948796	0.3748124389031977	-2.7941561375088804
MBIP	0.20325908390247138	7.1634425446320975	2.6823442784335927	0.011967109112567573	0.3748124389031977	-2.7951659673266294
LTBR	-0.3139852433356623	8.136832079725613	-2.682008187909632	0.011976692515628643	0.3748124389031977	-2.7958242579977646
RND3	0.37507152460185034	10.590527525085667	2.6738182979428022	0.012212445762066015	0.37793099098804767	-2.8118514110972987
OLR1	0.2986105794142148	3.6406003531883857	2.6667761050524117	0.012418613350481535	0.37793099098804767	-2.8256107826649512
